sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,batt_mi_4
516,7/10/2017 20:45,10.8,13.8,21,3.55
517,7/10/2017 21:00,10.8,13.5,21,3.55
518,7/10/2017 21:15,10.8,13.5,21,3.55
519,7/10/2017 21:30,10.8,13.5,21,3.55
520,7/10/2017 21:45,10.5,13.1,23,3.55
521,7/10/2017 22:00,10.5,12.8,24,3.55
522,7/10/2017 22:15,10.5,12.8,24,3.55
523,7/10/2017 22:30,10.5,12.8,25,3.55
524,7/10/2017 22:45,10.5,12.8,25,3.55
525,7/10/2017 23:00,10.5,12.8,25,3.55
526,7/10/2017 23:15,10.5,12.8,25,3.55
527,7/10/2017 23:30,10.5,12.8,24,3.55
528,7/10/2017 23:45,10.5,12.5,24,3.55
529,7/11/2017 0:00,10.5,12.5,23,3.55
530,7/11/2017 0:15,10.2,12.1,23,3.55
531,7/11/2017 0:30,10.2,12.1,23,3.55
532,7/11/2017 0:45,10.2,11.8,23,3.51
533,7/11/2017 1:00,10.2,11.8,22,3.51
534,7/11/2017 1:15,10.2,11.8,22,3.51
535,7/11/2017 1:30,10.2,11.8,22,3.51
536,7/11/2017 1:45,10.2,11.8,22,3.51
537,7/11/2017 2:00,10.2,11.8,22,3.51
538,7/11/2017 2:15,10.2,11.8,22,3.51
539,7/11/2017 2:30,10.2,11.8,22,3.51
540,7/11/2017 2:45,10.2,11.8,22,3.51
541,7/11/2017 3:00,10.2,11.8,22,3.51
542,7/11/2017 3:15,10.2,11.8,22,3.55
543,7/11/2017 3:30,10.2,11.8,22,3.55
544,7/11/2017 3:45,10.2,12.1,22,3.51
545,7/11/2017 4:00,10.2,12.1,22,3.51
546,7/11/2017 4:15,10.2,12.1,22,3.55
547,7/11/2017 4:30,10.2,12.5,22,3.55
548,7/11/2017 4:45,10.2,12.1,22,3.55
549,7/11/2017 5:00,10.2,12.1,22,3.55
550,7/11/2017 5:15,10.2,11.8,22,3.51
551,7/11/2017 5:30,9.8,11.8,22,3.51
552,7/11/2017 5:45,9.8,11.5,22,3.51
553,7/11/2017 6:00,9.8,11.8,22,3.51
554,7/11/2017 6:15,9.8,11.5,22,3.51
555,7/11/2017 6:30,9.8,11.2,22,3.51
556,7/11/2017 6:45,9.8,11.2,22,3.51
557,7/11/2017 7:00,9.8,11.2,22,3.51
558,7/11/2017 7:15,9.8,11.2,22,3.51
559,7/11/2017 7:30,9.8,11.2,22,3.51
560,7/11/2017 7:45,9.8,11.5,22,3.51
561,7/11/2017 8:00,9.8,12.1,22,3.51
562,7/11/2017 8:15,9.8,12.8,22,3.55
563,7/11/2017 8:30,10.2,13.8,22,3.55
564,7/11/2017 8:45,10.2,14.8,22,3.55
565,7/11/2017 9:00,10.5,15.8,22,3.55
566,7/11/2017 9:15,10.5,17.1,22,3.55
567,7/11/2017 9:30,10.5,17.8,22,3.55
568,7/11/2017 9:45,10.5,18.2,22,3.55
569,7/11/2017 10:00,10.8,18.8,22,3.55
570,7/11/2017 10:15,10.8,19.5,22,3.55
571,7/11/2017 10:30,10.8,20.2,22,3.55
572,7/11/2017 10:45,11.2,20.6,22,3.55
573,7/11/2017 11:00,11.5,21.3,22,3.55
574,7/11/2017 11:15,11.5,22.7,22,3.55
575,7/11/2017 11:30,11.5,24.2,22,3.55
576,7/11/2017 11:45,11.8,24.5,22,3.55
577,7/11/2017 12:00,11.8,24.2,22,3.55
578,7/11/2017 12:15,11.8,24.2,21,3.55
579,7/11/2017 12:30,12.1,24.2,21,3.55
580,7/11/2017 12:45,11.8,23.8,21,3.55
581,7/11/2017 13:00,11.8,23.8,21,3.55
582,7/11/2017 13:15,11.8,23.8,21,3.55
583,7/11/2017 13:30,11.8,23.8,20,3.55
584,7/11/2017 13:45,12.1,24.2,20,3.55
585,7/11/2017 14:00,12.1,24.2,20,3.55
586,7/11/2017 14:15,12.1,24.2,20,3.55
587,7/11/2017 14:30,11.8,23.4,19,3.55
588,7/11/2017 14:45,11.8,22.3,19,3.55
589,7/11/2017 15:00,11.5,21.6,19,3.55
590,7/11/2017 15:15,11.5,21.6,19,3.55
591,7/11/2017 15:30,11.5,21.3,19,3.55
592,7/11/2017 15:45,11.5,21.6,19,3.55
593,7/11/2017 16:00,11.5,21.3,19,3.55
594,7/11/2017 16:15,11.5,20.9,19,3.55
595,7/11/2017 16:30,11.5,20.9,19,3.55
596,7/11/2017 16:45,11.5,20.6,19,3.55
597,7/11/2017 17:00,11.5,20.2,19,3.55
598,7/11/2017 17:15,11.5,20.2,19,3.55
599,7/11/2017 17:30,11.5,20.2,19,3.55
600,7/11/2017 17:45,11.5,20.2,19,3.55
601,7/11/2017 18:00,11.2,20.2,19,3.55
602,7/11/2017 18:15,11.2,19.9,19,3.55
603,7/11/2017 18:30,11.2,19.5,19,3.55
604,7/11/2017 18:45,11.2,19.2,19,3.55
605,7/11/2017 19:00,11.2,18.2,19,3.55
606,7/11/2017 19:15,11.2,16.1,20,3.55
607,7/11/2017 19:30,10.8,14.8,20,3.55
608,7/11/2017 19:45,10.8,14.1,20,3.55
609,7/11/2017 20:00,10.8,13.8,20,3.55
610,7/11/2017 20:15,10.8,13.8,20,3.55
611,7/11/2017 20:30,10.8,13.8,20,3.55
612,7/11/2017 20:45,10.8,13.5,20,3.55
613,7/11/2017 21:00,10.8,13.1,21,3.55
614,7/11/2017 21:15,10.5,13.1,21,3.55
615,7/11/2017 21:30,10.5,12.8,21,3.55
616,7/11/2017 21:45,10.5,12.8,21,3.55
617,7/11/2017 22:00,10.5,12.8,21,3.55
618,7/11/2017 22:15,10.5,12.8,21,3.55
619,7/11/2017 22:30,10.5,12.8,21,3.55
620,7/11/2017 22:45,10.5,12.8,21,3.55
621,7/11/2017 23:00,10.5,12.8,21,3.55
622,7/11/2017 23:15,10.5,13.1,21,3.55
623,7/11/2017 23:30,10.5,13.1,21,3.55
624,7/11/2017 23:45,10.5,12.8,21,3.55
625,7/12/2017 0:00,10.5,12.8,21,3.55
626,7/12/2017 0:15,10.5,12.8,21,3.55
627,7/12/2017 0:30,10.5,12.8,21,3.55
628,7/12/2017 0:45,10.5,12.8,21,3.55
629,7/12/2017 1:00,10.5,12.8,21,3.55
630,7/12/2017 1:15,10.5,13.1,21,3.55
631,7/12/2017 1:30,10.5,13.1,21,3.55
632,7/12/2017 1:45,10.5,12.8,21,3.55
633,7/12/2017 2:00,10.2,12.8,21,3.55
634,7/12/2017 2:15,10.2,12.8,21,3.55
635,7/12/2017 2:30,10.2,12.5,21,3.55
636,7/12/2017 2:45,10.2,12.5,21,3.55
637,7/12/2017 3:00,10.2,12.5,22,3.55
638,7/12/2017 3:15,10.2,12.8,22,3.55
639,7/12/2017 3:30,10.2,13.1,21,3.55
640,7/12/2017 3:45,10.2,13.5,21,3.55
641,7/12/2017 4:00,10.2,13.1,22,3.55
642,7/12/2017 4:15,10.2,13.1,22,3.55
643,7/12/2017 4:30,10.2,13.1,21,3.55
644,7/12/2017 4:45,10.2,12.8,22,3.55
645,7/12/2017 5:00,10.2,12.8,22,3.55
646,7/12/2017 5:15,10.2,12.8,22,3.55
647,7/12/2017 5:30,10.2,12.8,22,3.55
648,7/12/2017 5:45,10.2,12.8,22,3.55
649,7/12/2017 6:00,10.2,12.8,22,3.55
650,7/12/2017 6:15,10.2,13.1,22,3.55
651,7/12/2017 6:30,10.2,13.1,22,3.55
652,7/12/2017 6:45,10.2,13.1,22,3.55
653,7/12/2017 7:00,10.2,13.5,22,3.55
654,7/12/2017 7:15,10.2,13.5,22,3.55
655,7/12/2017 7:30,10.2,13.5,22,3.55
656,7/12/2017 7:45,10.2,13.5,22,3.55
657,7/12/2017 8:00,10.2,13.5,22,3.55
658,7/12/2017 8:15,10.2,13.5,22,3.55
659,7/12/2017 8:30,10.2,13.5,22,3.55
660,7/12/2017 8:45,10.2,13.5,22,3.55
661,7/12/2017 9:00,10.2,13.8,22,3.55
662,7/12/2017 9:15,10.2,13.8,22,3.55
663,7/12/2017 9:30,10.2,14.1,22,3.55
664,7/12/2017 9:45,10.2,14.5,22,3.55
665,7/12/2017 10:00,10.5,14.8,22,3.55
666,7/12/2017 10:15,10.5,15.5,22,3.55
667,7/12/2017 10:30,10.5,15.8,22,3.55
668,7/12/2017 10:45,10.5,16.1,22,3.55
669,7/12/2017 11:00,10.5,16.1,22,3.55
670,7/12/2017 11:15,10.5,16.5,22,3.55
671,7/12/2017 11:30,10.5,16.5,22,3.55
672,7/12/2017 11:45,10.5,16.5,22,3.55
673,7/12/2017 12:00,10.5,16.5,22,3.55
674,7/12/2017 12:15,10.5,16.5,22,3.55
675,7/12/2017 12:30,10.5,16.5,22,3.55
676,7/12/2017 12:45,10.5,16.8,22,3.55
677,7/12/2017 13:00,10.5,17.1,21,3.55
678,7/12/2017 13:15,10.5,17.1,21,3.55
679,7/12/2017 13:30,10.8,17.5,21,3.55
680,7/12/2017 13:45,10.8,17.8,21,3.55
681,7/12/2017 14:00,10.8,17.8,21,3.55
682,7/12/2017 14:15,10.8,18.2,21,3.55
683,7/12/2017 14:30,10.8,18.5,21,3.55
684,7/12/2017 14:45,10.8,18.2,21,3.55
685,7/12/2017 15:00,10.8,17.8,21,3.55
686,7/12/2017 15:15,10.8,17.8,21,3.55
687,7/12/2017 15:30,10.8,17.8,21,3.55
688,7/12/2017 15:45,10.8,17.8,21,3.55
689,7/12/2017 16:00,10.8,17.8,21,3.55
690,7/12/2017 16:15,10.8,17.8,21,3.55
691,7/12/2017 16:30,10.8,17.8,21,3.55
692,7/12/2017 16:45,10.8,17.8,21,3.55
693,7/12/2017 17:00,10.8,17.5,21,3.55
694,7/12/2017 17:15,10.8,17.1,21,3.55
695,7/12/2017 17:30,10.8,16.8,21,3.55
696,7/12/2017 17:45,10.8,16.5,21,3.55
697,7/12/2017 18:00,10.5,16.5,21,3.55
698,7/12/2017 18:15,10.5,16.1,21,3.55
699,7/12/2017 18:30,10.5,16.1,21,3.55
700,7/12/2017 18:45,10.5,15.8,21,3.55
701,7/12/2017 19:00,10.5,15.5,21,3.55
702,7/12/2017 19:15,10.5,15.5,21,3.55
703,7/12/2017 19:30,10.5,15.5,21,3.55
704,7/12/2017 19:45,10.5,15.1,21,3.55
705,7/12/2017 20:00,10.5,15.1,21,3.55
706,7/12/2017 20:15,10.5,14.8,21,3.55
707,7/12/2017 20:30,10.5,14.8,21,3.55
708,7/12/2017 20:45,10.5,14.5,21,3.55
709,7/12/2017 21:00,10.5,14.1,21,3.55
710,7/12/2017 21:15,10.5,13.8,21,3.55
711,7/12/2017 21:30,10.5,13.8,21,3.55
712,7/12/2017 21:45,10.2,13.5,21,3.55
713,7/12/2017 22:00,10.2,13.1,21,3.55
714,7/12/2017 22:15,10.2,13.1,21,3.55
715,7/12/2017 22:30,10.2,12.8,21,3.55
716,7/12/2017 22:45,10.2,12.8,21,3.55
717,7/12/2017 23:00,10.2,12.5,21,3.55
718,7/12/2017 23:15,10.2,12.5,21,3.55
719,7/12/2017 23:30,10.2,12.1,21,3.55
720,7/12/2017 23:45,10.2,12.1,21,3.55
721,7/13/2017 0:00,10.2,12.1,21,3.55
722,7/13/2017 0:15,10.2,12.1,21,3.55
723,7/13/2017 0:30,10.2,11.8,21,3.55
724,7/13/2017 0:45,10.2,11.8,21,3.55
725,7/13/2017 1:00,9.8,11.8,21,3.55
726,7/13/2017 1:15,9.8,11.8,21,3.55
727,7/13/2017 1:30,9.8,11.5,22,3.55
728,7/13/2017 1:45,9.8,11.2,22,3.51
729,7/13/2017 2:00,9.8,10.8,21,3.51
730,7/13/2017 2:15,9.8,10.5,21,3.51
731,7/13/2017 2:30,9.8,10.5,22,3.51
732,7/13/2017 2:45,9.8,10.2,22,3.51
733,7/13/2017 3:00,9.8,9.8,22,3.51
734,7/13/2017 3:15,9.5,9.8,22,3.51
735,7/13/2017 3:30,9.5,9.5,22,3.51
736,7/13/2017 3:45,9.5,9.2,22,3.51
737,7/13/2017 4:00,9.5,9.2,22,3.51
738,7/13/2017 4:15,9.5,8.9,22,3.51
739,7/13/2017 4:30,9.5,8.5,22,3.51
740,7/13/2017 4:45,9.5,8.5,22,3.51
741,7/13/2017 5:00,9.2,8.2,22,3.51
742,7/13/2017 5:15,9.2,8.2,22,3.51
743,7/13/2017 5:30,9.2,7.9,22,3.51
744,7/13/2017 5:45,9.2,7.9,22,3.51
745,7/13/2017 6:00,9.2,7.9,22,3.51
746,7/13/2017 6:15,9.2,7.9,22,3.51
747,7/13/2017 6:30,9.2,7.9,22,3.51
748,7/13/2017 6:45,9.2,7.9,22,3.51
749,7/13/2017 7:00,9.2,7.9,21,3.51
750,7/13/2017 7:15,9.2,7.9,21,3.51
751,7/13/2017 7:30,9.2,7.9,21,3.51
752,7/13/2017 7:45,9.2,8.2,21,3.51
753,7/13/2017 8:00,9.2,8.5,21,3.51
754,7/13/2017 8:15,9.2,9.5,21,3.51
755,7/13/2017 8:30,9.5,10.5,21,3.51
756,7/13/2017 8:45,9.5,11.5,21,3.51
757,7/13/2017 9:00,9.5,12.1,21,3.51
758,7/13/2017 9:15,9.8,12.8,22,3.55
759,7/13/2017 9:30,9.8,13.5,22,3.55
760,7/13/2017 9:45,9.8,14.5,22,3.55
761,7/13/2017 10:00,10.2,16.1,22,3.55
762,7/13/2017 10:15,10.2,17.8,22,3.55
763,7/13/2017 10:30,10.5,19.2,22,3.55
764,7/13/2017 10:45,10.5,20.6,22,3.55
765,7/13/2017 11:00,10.8,21.6,22,3.55
766,7/13/2017 11:15,11.2,23.1,21,3.55
767,7/13/2017 11:30,11.2,23.8,21,3.55
768,7/13/2017 11:45,11.2,24.2,21,3.55
769,7/13/2017 12:00,11.2,23.8,21,3.55
770,7/13/2017 12:15,11.5,23.8,21,3.55
771,7/13/2017 12:30,11.5,23.8,21,3.55
772,7/13/2017 12:45,11.5,23.8,20,3.55
773,7/13/2017 13:00,11.8,23.8,20,3.55
774,7/13/2017 13:15,11.8,24.2,20,3.59
775,7/13/2017 13:30,11.8,24.5,20,3.59
776,7/13/2017 13:45,11.8,24.5,19,3.59
777,7/13/2017 14:00,11.8,24.5,19,3.59
778,7/13/2017 14:15,12.1,24.9,19,3.59
779,7/13/2017 14:30,12.1,25.3,18,3.59
780,7/13/2017 14:45,12.1,25.6,18,3.59
781,7/13/2017 15:00,12.1,26,18,3.59
782,7/13/2017 15:15,11.8,25.6,18,3.59
783,7/13/2017 15:30,11.8,25.6,17,3.59
784,7/13/2017 15:45,11.8,25.3,17,3.59
785,7/13/2017 16:00,11.8,24.5,17,3.59
786,7/13/2017 16:15,11.5,24.2,17,3.59
787,7/13/2017 16:30,11.5,23.4,17,3.55
788,7/13/2017 16:45,11.5,23.1,17,3.55
789,7/13/2017 17:00,11.5,22.7,17,3.55
790,7/13/2017 17:15,11.5,22.3,16,3.55
791,7/13/2017 17:30,11.2,22,17,3.55
792,7/13/2017 17:45,11.2,21.6,17,3.55
793,7/13/2017 18:00,11.2,21.3,17,3.55
794,7/13/2017 18:15,11.2,20.9,17,3.55
795,7/13/2017 18:30,11.2,20.6,17,3.55
796,7/13/2017 18:45,11.2,20.2,17,3.55
797,7/13/2017 19:00,10.8,19.5,17,3.55
798,7/13/2017 19:15,10.8,19.2,17,3.55
799,7/13/2017 19:30,10.8,18.8,17,3.55
800,7/13/2017 19:45,10.8,18.5,17,3.55
801,7/13/2017 20:00,10.8,18.5,17,3.55
802,7/13/2017 20:15,10.8,18.2,17,3.55
803,7/13/2017 20:30,10.8,17.5,17,3.55
804,7/13/2017 20:45,10.8,16.8,17,3.55
805,7/13/2017 21:00,10.5,16.1,17,3.55
806,7/13/2017 21:15,10.5,15.5,17,3.55
807,7/13/2017 21:30,10.5,15.1,17,3.55
808,7/13/2017 21:45,10.5,14.5,17,3.55
809,7/13/2017 22:00,10.5,14.5,17,3.55
810,7/13/2017 22:15,10.5,14.1,17,3.55
811,7/13/2017 22:30,10.5,14.1,17,3.55
812,7/13/2017 22:45,10.5,13.8,17,3.55
813,7/13/2017 23:00,10.5,13.5,17,3.55
814,7/13/2017 23:15,10.2,13.1,17,3.55
815,7/13/2017 23:30,10.2,12.8,17,3.55
816,7/13/2017 23:45,10.2,12.5,17,3.55
817,7/14/2017 0:00,10.2,12.1,17,3.55
818,7/14/2017 0:15,10.2,11.8,17,3.55
819,7/14/2017 0:30,10.2,11.8,17,3.55
820,7/14/2017 0:45,10.2,11.2,17,3.55
821,7/14/2017 1:00,9.8,10.8,18,3.55
822,7/14/2017 1:15,9.8,10.8,17,3.55
823,7/14/2017 1:30,9.8,10.5,18,3.55
824,7/14/2017 1:45,9.8,10.5,18,3.51
825,7/14/2017 2:00,9.8,10.2,18,3.51
826,7/14/2017 2:15,9.8,10.2,18,3.51
827,7/14/2017 2:30,9.8,10.2,18,3.51
828,7/14/2017 2:45,9.8,9.8,18,3.51
829,7/14/2017 3:00,9.5,9.8,18,3.51
830,7/14/2017 3:15,9.5,9.8,18,3.51
831,7/14/2017 3:30,9.5,9.5,18,3.51
832,7/14/2017 3:45,9.5,9.2,18,3.51
833,7/14/2017 4:00,9.5,9.2,18,3.51
834,7/14/2017 4:15,9.5,8.9,18,3.51
835,7/14/2017 4:30,9.5,8.5,18,3.51
836,7/14/2017 4:45,9.2,8.2,18,3.51
837,7/14/2017 5:00,9.2,8.2,18,3.51
838,7/14/2017 5:15,9.2,8.2,18,3.51
839,7/14/2017 5:30,9.2,7.9,18,3.51
840,7/14/2017 5:45,9.2,7.9,18,3.51
841,7/14/2017 6:00,9.2,7.5,18,3.51
842,7/14/2017 6:15,9.2,7.5,18,3.51
843,7/14/2017 6:30,9.2,7.2,18,3.51
844,7/14/2017 6:45,8.9,7.2,18,3.51
845,7/14/2017 7:00,8.9,7.2,18,3.51
846,7/14/2017 7:15,8.9,7.2,18,3.51
847,7/14/2017 7:30,8.9,7.2,18,3.51
848,7/14/2017 7:45,8.9,7.5,18,3.51
849,7/14/2017 8:00,9.2,7.9,18,3.51
850,7/14/2017 8:15,9.2,8.9,18,3.51
851,7/14/2017 8:30,9.2,9.8,18,3.51
852,7/14/2017 8:45,9.5,10.8,19,3.51
853,7/14/2017 9:00,9.5,11.5,19,3.51
854,7/14/2017 9:15,9.5,12.5,19,3.55
855,7/14/2017 9:30,9.8,13.8,19,3.55
856,7/14/2017 9:45,9.8,15.8,19,3.55
857,7/14/2017 10:00,10.2,17.8,19,3.55
858,7/14/2017 10:15,10.2,19.2,18,3.55
859,7/14/2017 10:30,10.5,19.9,18,3.55
860,7/14/2017 10:45,10.5,20.6,18,3.55
861,7/14/2017 11:00,10.8,21.6,18,3.55
862,7/14/2017 11:15,11.2,23.1,18,3.55
863,7/14/2017 11:30,11.2,23.8,18,3.55
864,7/14/2017 11:45,10.8,23.4,18,3.55
865,7/14/2017 12:00,11.2,22.7,18,3.55
866,7/14/2017 12:15,11.2,23.1,18,3.55
867,7/14/2017 12:30,11.2,23.4,18,3.55
868,7/14/2017 12:45,11.5,23.8,18,3.55
869,7/14/2017 13:00,11.5,23.8,18,3.55
870,7/14/2017 13:15,11.5,23.4,18,3.55
871,7/14/2017 13:30,11.5,23.1,18,3.55
872,7/14/2017 13:45,11.5,23.8,18,3.55
873,7/14/2017 14:00,11.5,23.4,17,3.55
874,7/14/2017 14:15,11.5,23.8,17,3.59
875,7/14/2017 14:30,11.5,24.5,17,3.59
876,7/14/2017 14:45,11.5,24.5,17,3.59
877,7/14/2017 15:00,11.5,24.9,17,3.59
878,7/14/2017 15:15,11.5,25.6,17,3.59
879,7/14/2017 15:30,11.5,26,17,3.59
880,7/14/2017 15:45,11.5,26,16,3.59
881,7/14/2017 16:00,11.5,25.3,16,3.59
882,7/14/2017 16:15,11.5,24.5,16,3.59
883,7/14/2017 16:30,11.5,24.2,16,3.59
884,7/14/2017 16:45,11.5,23.8,16,3.59
885,7/14/2017 17:00,11.2,23.4,15,3.59
886,7/14/2017 17:15,11.2,23.1,15,3.55
887,7/14/2017 17:30,11.2,22.7,16,3.55
888,7/14/2017 17:45,11.2,22.3,16,3.55
889,7/14/2017 18:00,11.2,22,15,3.55
890,7/14/2017 18:15,10.8,21.3,16,3.55
891,7/14/2017 18:30,10.8,21.3,16,3.55
892,7/14/2017 18:45,10.8,20.9,16,3.55
893,7/14/2017 19:00,10.8,20.2,16,3.55
894,7/14/2017 19:15,10.8,19.2,15,3.55
895,7/14/2017 19:30,10.5,18.5,16,3.55
896,7/14/2017 19:45,10.5,18.2,16,3.55
897,7/14/2017 20:00,10.5,18.2,16,3.55
898,7/14/2017 20:15,10.5,17.8,16,3.55
899,7/14/2017 20:30,10.5,17.5,16,3.55
900,7/14/2017 20:45,10.5,17.1,16,3.55
901,7/14/2017 21:00,10.5,16.8,16,3.55
902,7/14/2017 21:15,10.5,16.5,16,3.55
903,7/14/2017 21:30,10.5,16.1,16,3.55
904,7/14/2017 21:45,10.5,16.1,16,3.55
905,7/14/2017 22:00,10.5,15.8,16,3.55
906,7/14/2017 22:15,10.5,15.5,16,3.55
907,7/14/2017 22:30,10.5,15.5,16,3.55
908,7/14/2017 22:45,10.5,15.1,16,3.55
909,7/14/2017 23:00,10.5,15.1,16,3.55
910,7/14/2017 23:15,10.5,14.8,16,3.55
911,7/14/2017 23:30,10.5,14.5,16,3.55
912,7/14/2017 23:45,10.5,14.5,16,3.55
913,7/15/2017 0:00,10.2,14.1,16,3.55
914,7/15/2017 0:15,10.2,13.8,16,3.55
915,7/15/2017 0:30,10.2,13.5,16,3.55
916,7/15/2017 0:45,10.2,13.5,16,3.55
917,7/15/2017 1:00,10.2,13.1,16,3.55
918,7/15/2017 1:15,10.2,12.8,16,3.55
919,7/15/2017 1:30,10.2,12.5,16,3.55
920,7/15/2017 1:45,10.2,12.5,16,3.55
921,7/15/2017 2:00,10.2,12.1,16,3.55
922,7/15/2017 2:15,10.2,11.8,16,3.55
923,7/15/2017 2:30,9.8,11.8,16,3.55
924,7/15/2017 2:45,9.8,11.5,16,3.55
925,7/15/2017 3:00,9.8,11.2,16,3.55
926,7/15/2017 3:15,9.8,11.2,16,3.55
927,7/15/2017 3:30,9.8,11.2,16,3.55
928,7/15/2017 3:45,9.8,10.8,16,3.55
929,7/15/2017 4:00,9.8,10.8,16,3.55
930,7/15/2017 4:15,9.8,10.8,16,3.55
931,7/15/2017 4:30,9.8,10.8,16,3.55
932,7/15/2017 4:45,9.8,10.8,16,3.55
933,7/15/2017 5:00,9.8,10.8,16,3.55
934,7/15/2017 5:15,9.8,10.8,16,3.55
935,7/15/2017 5:30,9.8,10.8,16,3.55
936,7/15/2017 5:45,9.8,10.5,16,3.55
937,7/15/2017 6:00,9.5,10.2,17,3.51
938,7/15/2017 6:15,9.5,9.8,17,3.51
939,7/15/2017 6:30,9.5,9.8,17,3.51
940,7/15/2017 6:45,9.5,9.5,17,3.51
941,7/15/2017 7:00,9.5,9.5,17,3.51
942,7/15/2017 7:15,9.5,9.5,17,3.51
943,7/15/2017 7:30,9.5,9.5,17,3.51
944,7/15/2017 7:45,9.5,9.5,17,3.51
945,7/15/2017 8:00,9.5,10.2,17,3.51
946,7/15/2017 8:15,9.5,11.2,17,3.55
947,7/15/2017 8:30,9.8,12.5,16,3.55
948,7/15/2017 8:45,9.8,13.5,16,3.55
949,7/15/2017 9:00,10.2,14.1,16,3.55
950,7/15/2017 9:15,10.2,15.8,16,3.55
951,7/15/2017 9:30,10.2,17.1,17,3.55
952,7/15/2017 9:45,10.5,18.2,17,3.55
953,7/15/2017 10:00,10.5,19.2,17,3.55
954,7/15/2017 10:15,10.8,19.9,17,3.55
955,7/15/2017 10:30,10.8,20.6,17,3.55
956,7/15/2017 10:45,11.2,21.3,17,3.55
957,7/15/2017 11:00,11.2,21.6,17,3.55
958,7/15/2017 11:15,11.5,22.7,17,3.55
959,7/15/2017 11:30,11.5,23.8,17,3.55
960,7/15/2017 11:45,11.5,24.2,17,3.55
961,7/15/2017 12:00,11.5,23.8,17,3.55
962,7/15/2017 12:15,11.8,23.4,17,3.55
963,7/15/2017 12:30,11.8,23.4,16,3.55
964,7/15/2017 12:45,11.8,23.4,16,3.55
965,7/15/2017 13:00,12.1,23.8,16,3.59
966,7/15/2017 13:15,12.1,24.2,16,3.59
967,7/15/2017 13:30,12.1,24.2,16,3.59
968,7/15/2017 13:45,12.1,24.5,16,3.59
969,7/15/2017 14:00,12.1,24.5,16,3.59
970,7/15/2017 14:15,12.1,24.9,16,3.59
971,7/15/2017 14:30,12.1,25.3,16,3.59
972,7/15/2017 14:45,12.1,26.4,16,3.59
973,7/15/2017 15:00,12.1,27.2,16,3.59
974,7/15/2017 15:15,12.1,26.8,15,3.59
975,7/15/2017 15:30,12.1,26.8,15,3.59
976,7/15/2017 15:45,12.1,26,15,3.59
977,7/15/2017 16:00,11.8,24.9,15,3.59
978,7/15/2017 16:15,11.8,24.2,15,3.59
979,7/15/2017 16:30,11.8,23.4,15,3.59
980,7/15/2017 16:45,11.5,23.1,14,3.55
981,7/15/2017 17:00,11.5,22.3,14,3.55
982,7/15/2017 17:15,11.5,22.3,14,3.55
983,7/15/2017 17:30,11.5,22,14,3.55
984,7/15/2017 17:45,11.2,21.3,14,3.55
985,7/15/2017 18:00,11.2,20.9,14,3.55
986,7/15/2017 18:15,11.2,20.9,14,3.55
987,7/15/2017 18:30,10.8,20.2,14,3.55
988,7/15/2017 18:45,10.8,19.5,14,3.55
989,7/15/2017 19:00,10.8,18.8,14,3.55
990,7/15/2017 19:15,10.8,18.2,14,3.55
991,7/15/2017 19:30,10.5,17.1,14,3.55
992,7/15/2017 19:45,10.5,16.5,14,3.55
993,7/15/2017 20:00,10.5,16.1,14,3.55
994,7/15/2017 20:15,10.5,15.8,14,3.55
995,7/15/2017 20:30,10.5,15.8,14,3.55
996,7/15/2017 20:45,10.5,15.5,14,3.55
997,7/15/2017 21:00,10.5,15.1,14,3.55
998,7/15/2017 21:15,10.5,14.8,14,3.55
999,7/15/2017 21:30,10.2,14.5,14,3.55
1000,7/15/2017 21:45,10.2,14.1,14,3.55
1001,7/15/2017 22:00,10.2,14.1,14,3.55
1002,7/15/2017 22:15,10.2,14.1,14,3.55
1003,7/15/2017 22:30,10.2,13.8,14,3.55
1004,7/15/2017 22:45,10.2,13.5,14,3.55
1005,7/15/2017 23:00,10.2,13.1,14,3.55
1006,7/15/2017 23:15,10.2,12.8,14,3.55
1007,7/15/2017 23:30,10.2,12.5,14,3.55
1008,7/15/2017 23:45,10.2,12.1,14,3.55
1009,7/16/2017 0:00,9.8,11.8,15,3.55
1010,7/16/2017 0:15,9.8,11.5,15,3.55
1011,7/16/2017 0:30,9.8,11.5,15,3.55
1012,7/16/2017 0:45,9.8,11.2,15,3.55
1013,7/16/2017 1:00,9.8,10.8,15,3.55
1014,7/16/2017 1:15,9.8,10.5,15,3.55
1015,7/16/2017 1:30,9.8,10.2,15,3.55
1016,7/16/2017 1:45,9.5,9.8,15,3.55
1017,7/16/2017 2:00,9.5,9.8,15,3.55
1018,7/16/2017 2:15,9.5,9.5,15,3.51
1019,7/16/2017 2:30,9.5,9.2,15,3.51
1020,7/16/2017 2:45,9.5,9.2,15,3.51
1021,7/16/2017 3:00,9.5,8.9,16,3.51
1022,7/16/2017 3:15,9.5,8.9,16,3.51
1023,7/16/2017 3:30,9.5,8.5,16,3.51
1024,7/16/2017 3:45,9.2,8.5,16,3.51
1025,7/16/2017 4:00,9.2,8.5,16,3.51
1026,7/16/2017 4:15,9.2,8.2,16,3.51
1027,7/16/2017 4:30,9.2,8.2,16,3.51
1028,7/16/2017 4:45,9.2,7.9,16,3.51
1029,7/16/2017 5:00,9.2,7.9,16,3.51
1030,7/16/2017 5:15,9.2,7.9,16,3.51
1031,7/16/2017 5:30,9.2,7.5,16,3.51
