sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4,batt_mi_5
80,4/10/2018 8:30,2.5,6.5,25,25,3.55
81,4/10/2018 8:45,2.5,7.2,25,25,3.55
82,4/10/2018 9:00,2.5,7.9,25,25,3.55
83,4/10/2018 9:15,2.9,8.2,25,25,3.55
84,4/10/2018 9:30,2.9,8.9,25,25,3.55
85,4/10/2018 9:45,2.9,9.5,25,25,3.59
86,4/10/2018 10:00,2.9,9.8,25,25,3.59
87,4/10/2018 10:15,3.2,10.2,25,25,3.59
88,4/10/2018 10:30,3.2,10.2,25,25,3.59
89,4/10/2018 10:45,3.5,10.5,25,25,3.59
90,4/10/2018 11:00,3.5,10.8,25,25,3.59
91,4/10/2018 11:15,3.5,10.8,25,25,3.59
92,4/10/2018 11:30,3.9,11.5,25,25,3.59
93,4/10/2018 11:45,3.9,11.5,25,25,3.59
94,4/10/2018 12:00,3.9,11.8,25,25,3.59
95,4/10/2018 12:15,4.2,12.1,25,25,3.59
96,4/10/2018 12:30,4.2,13.1,25,25,3.59
97,4/10/2018 12:45,4.2,13.8,25,25,3.59
98,4/10/2018 13:00,4.2,13.5,25,25,3.59
99,4/10/2018 13:15,4.2,13.8,25,25,3.59
100,4/10/2018 13:30,4.2,14.1,26,25,3.59
101,4/10/2018 13:45,4.2,14.5,26,26,3.59
102,4/10/2018 14:00,4.2,15.1,26,26,3.59
103,4/10/2018 14:15,4.2,15.1,26,26,3.59
104,4/10/2018 14:30,4.2,15.5,26,26,3.59
105,4/10/2018 14:45,3.9,16.1,26,26,3.59
106,4/10/2018 15:00,3.9,16.1,26,26,3.59
107,4/10/2018 15:15,3.9,15.5,26,26,3.59
108,4/10/2018 15:30,3.9,14.8,26,26,3.59
109,4/10/2018 15:45,3.9,14.1,26,26,3.59
110,4/10/2018 16:00,3.5,13.5,25,26,3.59
111,4/10/2018 16:15,3.5,13.1,26,26,3.59
112,4/10/2018 16:30,3.5,12.8,26,26,3.59
113,4/10/2018 16:45,3.5,12.5,26,26,3.59
114,4/10/2018 17:00,3.5,12.1,26,26,3.59
115,4/10/2018 17:15,3.5,11.8,26,26,3.59
116,4/10/2018 17:30,3.2,11.5,26,26,3.59
117,4/10/2018 17:45,3.2,11.2,26,26,3.59
118,4/10/2018 18:00,3.2,10.5,26,26,3.59
119,4/10/2018 18:15,3.2,9.8,26,26,3.59
120,4/10/2018 18:30,2.9,9.2,26,26,3.59
121,4/10/2018 18:45,2.9,8.9,26,26,3.59
122,4/10/2018 19:00,2.9,8.5,26,26,3.59
123,4/10/2018 19:15,2.9,8.2,26,26,3.59
124,4/10/2018 19:30,2.9,8.2,26,26,3.59
125,4/10/2018 19:45,2.9,8.2,26,26,3.59
126,4/10/2018 20:00,2.9,8.5,26,26,3.59
127,4/10/2018 20:15,2.9,8.5,26,26,3.59
128,4/10/2018 20:30,2.9,8.9,26,26,3.59
129,4/10/2018 20:45,2.9,8.9,26,26,3.59
130,4/10/2018 21:00,2.9,8.9,26,26,3.59
131,4/10/2018 21:15,2.9,8.5,26,26,3.59
132,4/10/2018 21:30,2.9,8.5,26,26,3.59
133,4/10/2018 21:45,2.9,8.5,26,26,3.59
134,4/10/2018 22:00,2.9,8.5,26,26,3.59
135,4/10/2018 22:15,2.9,8.5,26,26,3.59
136,4/10/2018 22:30,2.9,8.2,26,26,3.59
137,4/10/2018 22:45,2.5,7.5,26,26,3.59
138,4/10/2018 23:00,2.9,7.5,26,26,3.59
139,4/10/2018 23:15,2.9,7.5,26,26,3.59
140,4/10/2018 23:30,2.9,7.9,26,26,3.59
141,4/10/2018 23:45,2.5,7.9,26,26,3.59
142,4/11/2018 0:00,2.9,8.2,26,26,3.59
143,4/11/2018 0:15,2.9,8.5,26,26,3.59
144,4/11/2018 0:30,2.9,8.5,26,26,3.59
145,4/11/2018 0:45,2.5,8.5,26,26,3.59
146,4/11/2018 1:00,2.5,8.2,26,26,3.59
147,4/11/2018 1:15,2.5,8.2,26,26,3.59
148,4/11/2018 1:30,2.5,8.2,26,26,3.59
149,4/11/2018 1:45,2.5,8.2,26,26,3.59
150,4/11/2018 2:00,2.5,7.9,26,26,3.59
151,4/11/2018 2:15,2.5,7.9,26,26,3.59
152,4/11/2018 2:30,2.5,7.9,26,26,3.59
153,4/11/2018 2:45,2.5,7.9,26,26,3.59
154,4/11/2018 3:00,2.5,7.5,26,26,3.59
155,4/11/2018 3:15,2.5,7.5,26,26,3.55
156,4/11/2018 3:30,2.5,7.2,25,26,3.55
157,4/11/2018 3:45,2.5,7.2,26,26,3.55
158,4/11/2018 4:00,2.5,7.2,26,26,3.55
159,4/11/2018 4:15,2.5,7.5,26,26,3.55
160,4/11/2018 4:30,2.5,7.9,26,26,3.59
161,4/11/2018 4:45,2.5,8.2,26,26,3.59
162,4/11/2018 5:00,2.5,8.2,26,26,3.59
163,4/11/2018 5:15,2.5,8.2,26,26,3.59
164,4/11/2018 5:30,2.5,8.2,26,26,3.59
165,4/11/2018 5:45,2.5,7.5,26,26,3.55
166,4/11/2018 6:00,2.5,7.2,26,26,3.55
167,4/11/2018 6:15,2.5,7.2,26,26,3.55
168,4/11/2018 6:30,2.5,7.2,26,26,3.55
169,4/11/2018 6:45,2.5,7.2,26,26,3.55
170,4/11/2018 7:00,2.9,7.9,26,26,3.55
171,4/11/2018 7:15,2.9,8.5,26,26,3.59
172,4/11/2018 7:30,2.9,9.2,26,26,3.59
173,4/11/2018 7:45,2.9,9.8,26,26,3.59
174,4/11/2018 8:00,3.2,10.8,26,26,3.59
175,4/11/2018 8:15,3.2,11.2,26,26,3.59
176,4/11/2018 8:30,3.2,11.8,26,26,3.59
177,4/11/2018 8:45,3.5,12.1,26,26,3.59
178,4/11/2018 9:00,3.5,12.1,26,26,3.59
179,4/11/2018 9:15,3.2,11.5,26,26,3.59
180,4/11/2018 9:30,3.5,11.5,26,26,3.59
181,4/11/2018 9:45,3.5,11.8,26,26,3.59
182,4/11/2018 10:00,3.5,12.5,26,26,3.59
183,4/11/2018 10:15,3.9,13.1,26,26,3.59
184,4/11/2018 10:30,3.9,13.5,26,26,3.59
185,4/11/2018 10:45,4.2,13.5,26,26,3.59
186,4/11/2018 11:00,4.2,13.8,26,26,3.59
187,4/11/2018 11:15,4.2,14.1,26,26,3.59
188,4/11/2018 11:30,4.6,14.8,26,26,3.59
189,4/11/2018 11:45,4.6,14.8,26,26,3.59
190,4/11/2018 12:00,4.9,14.8,26,26,3.59
191,4/11/2018 12:15,4.9,15.1,26,26,3.59
192,4/11/2018 12:30,4.9,15.8,26,26,3.59
193,4/11/2018 12:45,5.2,17.1,26,26,3.59
194,4/11/2018 13:00,5.2,17.1,27,26,3.59
195,4/11/2018 13:15,5.2,16.8,27,27,3.59
196,4/11/2018 13:30,5.2,16.8,27,27,3.59
197,4/11/2018 13:45,4.9,16.8,27,27,3.59
198,4/11/2018 14:00,4.9,17.8,27,27,3.59
199,4/11/2018 14:15,4.9,18.8,27,27,3.63
200,4/11/2018 14:30,4.9,19.5,27,27,3.63
201,4/11/2018 14:45,4.9,20.2,27,27,3.63
202,4/11/2018 15:00,4.6,19.5,27,27,3.63
203,4/11/2018 15:15,4.6,18.2,27,27,3.63
204,4/11/2018 15:30,4.6,17.5,27,27,3.59
205,4/11/2018 15:45,4.2,17.1,27,27,3.59
206,4/11/2018 16:00,4.2,16.8,27,27,3.59
207,4/11/2018 16:15,4.2,16.1,27,27,3.59
208,4/11/2018 16:30,3.9,15.8,27,27,3.59
209,4/11/2018 16:45,3.9,15.1,27,27,3.59
210,4/11/2018 17:00,3.9,14.8,27,27,3.59
211,4/11/2018 17:15,3.9,14.5,27,27,3.59
212,4/11/2018 17:30,3.9,13.8,27,27,3.59
213,4/11/2018 17:45,3.9,13.5,27,27,3.59
214,4/11/2018 18:00,3.5,13.1,27,27,3.59
215,4/11/2018 18:15,3.5,12.5,27,27,3.59
216,4/11/2018 18:30,3.5,11.2,28,27,3.59
217,4/11/2018 18:45,3.5,10.2,27,28,3.59
218,4/11/2018 19:00,3.2,9.2,27,27,3.59
219,4/11/2018 19:15,3.2,8.5,28,28,3.59
220,4/11/2018 19:30,3.2,7.9,28,28,3.59
221,4/11/2018 19:45,3.2,7.2,28,28,3.59
222,4/11/2018 20:00,3.2,6.5,28,28,3.55
223,4/11/2018 20:15,2.9,6.2,28,28,3.55
224,4/11/2018 20:30,2.9,5.6,28,28,3.55
225,4/11/2018 20:45,2.9,5.6,28,28,3.55
226,4/11/2018 21:00,2.9,5.6,28,28,3.55
227,4/11/2018 21:15,2.9,5.2,28,28,3.55
228,4/11/2018 21:30,2.9,4.9,28,28,3.55
229,4/11/2018 21:45,2.9,4.6,28,28,3.55
230,4/11/2018 22:00,2.9,4.6,28,28,3.55
231,4/11/2018 22:15,2.9,4.2,28,28,3.55
232,4/11/2018 22:30,2.9,3.9,28,28,3.55
233,4/11/2018 22:45,2.5,3.9,28,28,3.55
234,4/11/2018 23:00,2.5,3.5,28,28,3.55
235,4/11/2018 23:15,2.5,3.5,28,28,3.55
236,4/11/2018 23:30,2.5,3.5,27,28,3.55
237,4/11/2018 23:45,2.5,3.2,28,28,3.55
238,4/12/2018 0:00,2.5,3.2,28,28,3.55
239,4/12/2018 0:15,2.5,3.2,28,28,3.55
240,4/12/2018 0:30,2.5,3.2,28,28,3.55
241,4/12/2018 0:45,2.5,3.2,28,28,3.55
242,4/12/2018 1:00,2.5,2.9,28,28,3.55
243,4/12/2018 1:15,2.5,2.9,28,28,3.55
244,4/12/2018 1:30,2.5,2.9,28,28,3.55
245,4/12/2018 1:45,2.5,2.5,28,28,3.55
246,4/12/2018 2:00,2.5,2.5,28,28,3.55
247,4/12/2018 2:15,2.5,2.5,28,28,3.55
248,4/12/2018 2:30,2.5,2.2,28,28,3.55
249,4/12/2018 2:45,2.5,2.2,28,28,3.55
250,4/12/2018 3:00,2.5,1.9,28,28,3.55
251,4/12/2018 3:15,2.2,1.9,28,28,3.55
252,4/12/2018 3:30,2.2,1.5,28,28,3.55
253,4/12/2018 3:45,2.2,1.2,28,28,3.55
254,4/12/2018 4:00,2.2,1.2,27,28,3.55
255,4/12/2018 4:15,2.2,0.8,28,28,3.55
256,4/12/2018 4:30,2.2,0.8,27,28,3.55
257,4/12/2018 4:45,2.2,0.8,28,28,3.55
258,4/12/2018 5:00,2.2,0.5,28,28,3.55
259,4/12/2018 5:15,2.2,0.5,28,28,3.55
260,4/12/2018 5:30,2.2,0.1,28,28,3.55
261,4/12/2018 5:45,2.2,0.1,27,28,3.55
262,4/12/2018 6:00,2.2,-0.2,28,28,3.55
263,4/12/2018 6:15,2.2,-0.2,28,28,3.55
264,4/12/2018 6:30,2.2,0.1,28,28,3.55
265,4/12/2018 6:45,2.2,0.1,27,28,3.55
266,4/12/2018 7:00,2.2,0.5,27,28,3.55
267,4/12/2018 7:15,2.2,1.5,28,28,3.55
268,4/12/2018 7:30,2.5,3.5,28,28,3.55
269,4/12/2018 7:45,2.9,6.2,28,28,3.55
270,4/12/2018 8:00,2.9,8.5,28,28,3.55
271,4/12/2018 8:15,3.2,10.5,28,28,3.59
272,4/12/2018 8:30,3.2,11.5,27,28,3.59
273,4/12/2018 8:45,3.2,11.8,28,28,3.59
274,4/12/2018 9:00,3.2,12.8,28,28,3.59
275,4/12/2018 9:15,3.5,13.5,28,28,3.59
276,4/12/2018 9:30,3.9,14.8,28,28,3.59
277,4/12/2018 9:45,3.9,15.1,28,28,3.59
278,4/12/2018 10:00,3.9,15.5,28,28,3.59
279,4/12/2018 10:15,4.2,15.8,28,28,3.59
280,4/12/2018 10:30,4.2,16.1,28,28,3.59
281,4/12/2018 10:45,4.2,16.1,28,28,3.59
282,4/12/2018 11:00,4.6,16.5,28,28,3.59
283,4/12/2018 11:15,4.6,16.5,28,28,3.59
284,4/12/2018 11:30,4.6,16.1,28,28,3.59
285,4/12/2018 11:45,4.6,15.8,28,28,3.59
286,4/12/2018 12:00,4.6,15.8,28,28,3.59
287,4/12/2018 12:15,4.6,16.1,28,28,3.59
288,4/12/2018 12:30,4.9,16.5,28,28,3.59
289,4/12/2018 12:45,4.9,16.5,28,28,3.59
290,4/12/2018 13:00,4.9,16.8,28,28,3.59
291,4/12/2018 13:15,4.9,16.8,28,28,3.59
292,4/12/2018 13:30,4.9,17.1,28,28,3.59
293,4/12/2018 13:45,4.9,17.5,28,28,3.59
294,4/12/2018 14:00,4.9,17.5,28,28,3.59
295,4/12/2018 14:15,4.6,16.8,28,28,3.59
296,4/12/2018 14:30,4.6,15.8,28,28,3.59
297,4/12/2018 14:45,4.2,15.5,28,28,3.59
298,4/12/2018 15:00,4.2,16.1,28,28,3.59
299,4/12/2018 15:15,4.2,15.8,28,28,3.59
300,4/12/2018 15:30,4.2,15.1,28,28,3.59
301,4/12/2018 15:45,4.2,14.5,28,28,3.59
302,4/12/2018 16:00,3.9,13.8,28,28,3.59
303,4/12/2018 16:15,3.9,13.1,28,28,3.59
304,4/12/2018 16:30,3.9,12.5,28,28,3.59
305,4/12/2018 16:45,3.9,11.5,28,28,3.59
306,4/12/2018 17:00,3.5,10.5,28,28,3.59
307,4/12/2018 17:15,3.5,9.5,28,28,3.59
308,4/12/2018 17:30,3.5,8.2,28,28,3.59
309,4/12/2018 17:45,3.5,7.5,28,28,3.59
310,4/12/2018 18:00,3.5,7.2,28,28,3.59
311,4/12/2018 18:15,3.2,6.9,28,28,3.55
312,4/12/2018 18:30,3.2,6.5,28,28,3.55
313,4/12/2018 18:45,3.2,5.6,28,28,3.55
314,4/12/2018 19:00,2.9,3.9,28,28,3.55
315,4/12/2018 19:15,2.9,2.9,28,28,3.55
316,4/12/2018 19:30,2.9,2.2,28,28,3.55
317,4/12/2018 19:45,2.9,1.9,28,28,3.55
318,4/12/2018 20:00,2.9,1.9,28,28,3.55
319,4/12/2018 20:15,2.5,1.5,28,28,3.55
320,4/12/2018 20:30,2.5,1.5,28,28,3.55
321,4/12/2018 20:45,2.5,1.2,28,28,3.55
322,4/12/2018 21:00,2.5,0.8,28,28,3.55
323,4/12/2018 21:15,2.5,0.8,28,28,3.55
324,4/12/2018 21:30,2.2,0.5,28,28,3.55
325,4/12/2018 21:45,2.2,0.1,28,28,3.55
326,4/12/2018 22:00,2.2,0.1,28,28,3.55
327,4/12/2018 22:15,2.2,0.1,28,28,3.55
328,4/12/2018 22:30,2.2,0.1,28,28,3.55
329,4/12/2018 22:45,2.2,0.1,28,28,3.55
330,4/12/2018 23:00,2.2,0.1,28,28,3.55
331,4/12/2018 23:15,2.2,0.1,28,28,3.55
332,4/12/2018 23:30,2.2,-0.2,28,28,3.55
333,4/12/2018 23:45,2.2,-0.2,28,28,3.55
334,4/13/2018 0:00,2.2,-0.2,28,28,3.55
335,4/13/2018 0:15,1.9,-0.2,28,28,3.55
336,4/13/2018 0:30,1.9,-0.6,28,28,3.55
337,4/13/2018 0:45,1.9,-0.9,28,28,3.55
338,4/13/2018 1:00,1.9,-0.9,28,28,3.55
339,4/13/2018 1:15,1.9,-1.3,28,28,3.55
340,4/13/2018 1:30,1.9,-1.3,28,28,3.55
341,4/13/2018 1:45,1.9,-1.6,28,28,3.55
342,4/13/2018 2:00,1.9,-1.6,28,28,3.55
343,4/13/2018 2:15,1.5,-2,28,28,3.55
344,4/13/2018 2:30,1.5,-2,28,28,3.55
345,4/13/2018 2:45,1.5,-2,28,28,3.55
346,4/13/2018 3:00,1.5,-2,28,28,3.55
347,4/13/2018 3:15,1.5,-2.3,28,28,3.55
348,4/13/2018 3:30,1.5,-2.3,28,28,3.55
349,4/13/2018 3:45,1.5,-2.7,28,28,3.55
350,4/13/2018 4:00,1.5,-2.7,28,28,3.55
351,4/13/2018 4:15,1.5,-3.1,28,28,3.55
352,4/13/2018 4:30,1.2,-3.1,27,28,3.55
353,4/13/2018 4:45,1.2,-3.4,27,27,3.55
354,4/13/2018 5:00,1.2,-3.4,27,27,3.51
355,4/13/2018 5:15,1.2,-3.8,27,27,3.51
356,4/13/2018 5:30,1.2,-3.8,28,28,3.51
357,4/13/2018 5:45,1.2,-3.8,28,28,3.51
358,4/13/2018 6:00,1.2,-3.8,27,27,3.51
359,4/13/2018 6:15,1.2,-3.8,27,27,3.51
360,4/13/2018 6:30,1.2,-3.8,27,27,3.51
361,4/13/2018 6:45,1.2,-3.8,27,27,3.51
362,4/13/2018 7:00,1.2,-3.4,28,28,3.51
363,4/13/2018 7:15,1.2,-3.4,27,27,3.51
364,4/13/2018 7:30,1.2,-3.1,27,27,3.51
365,4/13/2018 7:45,1.2,-3.1,28,27,3.51
366,4/13/2018 8:00,1.2,-2.7,28,28,3.51
367,4/13/2018 8:15,1.2,-2.3,27,28,3.51
368,4/13/2018 8:30,1.2,-2,28,28,3.51
369,4/13/2018 8:45,1.2,-2,28,27,3.51
370,4/13/2018 9:00,1.5,-2,28,27,3.51
371,4/13/2018 9:15,1.5,-1.6,27,27,3.51
372,4/13/2018 9:30,1.5,-1.3,28,27,3.55
373,4/13/2018 9:45,1.5,-0.9,28,27,3.55
374,4/13/2018 10:00,1.5,-0.6,27,27,3.55
375,4/13/2018 10:15,1.9,0.1,27,27,3.55
376,4/13/2018 10:30,1.9,0.5,27,27,3.55
377,4/13/2018 10:45,1.9,0.8,27,27,3.55
378,4/13/2018 11:00,1.9,0.5,28,27,3.55
379,4/13/2018 11:15,1.9,0.5,27,27,3.55
380,4/13/2018 11:30,1.9,0.5,27,27,3.55
381,4/13/2018 11:45,1.9,0.1,27,27,3.55
382,4/13/2018 12:00,1.9,-0.2,27,27,3.55
383,4/13/2018 12:15,1.9,-0.2,27,27,3.55
384,4/13/2018 12:30,1.9,-0.6,27,27,3.55
385,4/13/2018 12:45,1.9,-0.6,27,27,3.55
386,4/13/2018 13:00,1.9,-0.6,27,27,3.55
387,4/13/2018 13:15,1.9,0.1,27,27,3.55
388,4/13/2018 13:30,1.9,0.5,27,27,3.55
389,4/13/2018 13:45,1.9,0.5,27,27,3.55
390,4/13/2018 14:00,1.9,0.1,27,27,3.55
391,4/13/2018 14:15,1.9,-0.2,27,27,3.55
392,4/13/2018 14:30,1.5,-0.6,27,27,3.55
393,4/13/2018 14:45,1.5,-0.9,27,27,3.55
394,4/13/2018 15:00,1.5,-0.9,27,27,3.55
395,4/13/2018 15:15,1.5,-1.3,27,27,3.55
396,4/13/2018 15:30,1.5,-0.9,27,27,3.55
397,4/13/2018 15:45,1.5,-0.9,27,27,3.55
398,4/13/2018 16:00,1.5,-0.6,27,27,3.55
399,4/13/2018 16:15,1.5,-0.6,27,27,3.55
400,4/13/2018 16:30,1.5,-0.6,27,27,3.55
401,4/13/2018 16:45,1.5,-0.6,27,27,3.55
402,4/13/2018 17:00,1.5,-0.9,27,27,3.55
403,4/13/2018 17:15,1.5,-0.9,27,27,3.55
404,4/13/2018 17:30,1.2,-1.3,27,27,3.51
405,4/13/2018 17:45,1.5,-1.6,27,27,3.51
406,4/13/2018 18:00,1.5,-2,27,27,3.51
407,4/13/2018 18:15,1.5,-2,27,27,3.51
408,4/13/2018 18:30,1.5,-2.3,27,27,3.51
409,4/13/2018 18:45,1.5,-2.3,27,27,3.51
410,4/13/2018 19:00,1.5,-2.3,27,27,3.51
411,4/13/2018 19:15,1.2,-2.3,27,27,3.51
412,4/13/2018 19:30,1.2,-2.3,27,27,3.51
413,4/13/2018 19:45,1.2,-2.7,27,27,3.51
414,4/13/2018 20:00,1.2,-2.7,27,27,3.51
415,4/13/2018 20:15,1.2,-3.1,27,27,3.51
416,4/13/2018 20:30,1.2,-3.1,27,27,3.51
417,4/13/2018 20:45,1.2,-2.7,27,27,3.51
418,4/13/2018 21:00,1.2,-2.7,27,27,3.51
419,4/13/2018 21:15,1.2,-2.7,27,27,3.51
420,4/13/2018 21:30,1.2,-2.7,27,27,3.51
421,4/13/2018 21:45,1.2,-2.7,27,27,3.51
422,4/13/2018 22:00,1.2,-2.7,27,27,3.51
423,4/13/2018 22:15,1.2,-2.7,27,27,3.51
424,4/13/2018 22:30,1.2,-2.7,27,27,3.51
425,4/13/2018 22:45,1.2,-2.7,27,27,3.51
426,4/13/2018 23:00,1.2,-2.7,27,27,3.51
427,4/13/2018 23:15,1.2,-2.7,27,27,3.51
428,4/13/2018 23:30,1.2,-2.7,27,27,3.51
429,4/13/2018 23:45,1.2,-3.1,26,26,3.51
430,4/14/2018 0:00,1.2,-3.1,27,26,3.51
431,4/14/2018 0:15,1.2,-3.1,26,26,3.51
432,4/14/2018 0:30,1.2,-3.1,26,26,3.51
433,4/14/2018 0:45,1.2,-3.4,26,26,3.51
434,4/14/2018 1:00,1.2,-3.4,26,26,3.51
435,4/14/2018 1:15,1.2,-3.4,26,26,3.51
436,4/14/2018 1:30,1.2,-3.8,26,26,3.51
437,4/14/2018 1:45,1.2,-3.8,26,26,3.51
438,4/14/2018 2:00,1.2,-3.8,26,26,3.51
439,4/14/2018 2:15,1.2,-3.8,26,26,3.51
440,4/14/2018 2:30,1.2,-3.8,26,26,3.51
441,4/14/2018 2:45,1.2,-3.8,26,26,3.51
442,4/14/2018 3:00,1.2,-3.4,26,26,3.51
443,4/14/2018 3:15,1.2,-3.4,26,26,3.51
444,4/14/2018 3:30,1.2,-3.4,26,26,3.51
445,4/14/2018 3:45,1.2,-3.4,26,26,3.51
446,4/14/2018 4:00,1.2,-3.4,26,26,3.51
447,4/14/2018 4:15,1.2,-3.8,26,26,3.51
448,4/14/2018 4:30,1.2,-3.8,26,26,3.51
449,4/14/2018 4:45,1.2,-3.8,26,26,3.51
450,4/14/2018 5:00,1.2,-3.8,26,26,3.51
451,4/14/2018 5:15,1.2,-3.8,25,26,3.51
452,4/14/2018 5:30,1.2,-3.8,26,26,3.51
453,4/14/2018 5:45,0.8,-4.2,25,26,3.51
454,4/14/2018 6:00,0.8,-4.2,26,26,3.51
455,4/14/2018 6:15,0.8,-3.8,26,26,3.51
456,4/14/2018 6:30,0.8,-3.8,25,26,3.51
457,4/14/2018 6:45,0.8,-3.4,26,25,3.51
458,4/14/2018 7:00,0.8,-3.4,26,26,3.51
459,4/14/2018 7:15,0.8,-3.4,25,26,3.51
460,4/14/2018 7:30,1.2,-2.7,26,26,3.51
461,4/14/2018 7:45,1.2,-2.3,26,26,3.51
462,4/14/2018 8:00,1.2,-1.6,26,26,3.51
463,4/14/2018 8:15,1.2,-1.3,26,26,3.51
464,4/14/2018 8:30,1.2,-0.9,26,26,3.51
465,4/14/2018 8:45,1.5,-0.6,25,26,3.51
466,4/14/2018 9:00,1.5,0.5,26,26,3.51
467,4/14/2018 9:15,1.9,1.2,26,26,3.55
468,4/14/2018 9:30,1.9,2.2,26,26,3.55
469,4/14/2018 9:45,1.9,2.9,26,26,3.55
470,4/14/2018 10:00,1.9,2.9,27,27,3.55
471,4/14/2018 10:15,2.2,2.9,27,27,3.55
472,4/14/2018 10:30,2.2,2.9,27,27,3.55
473,4/14/2018 10:45,2.2,2.9,27,27,3.55
474,4/14/2018 11:00,2.2,3.2,27,27,3.55
475,4/14/2018 11:15,2.5,3.5,27,27,3.55
