0,132.7,"uS        ",1
1,3.2,"DEGREE C  ",2
2,"180409122506","Time",0
3,132.7,"uS        ",1
4,3.2,"DEGREE C  ",2
5,"180409122508","Time",0
6,132.7,"uS        ",1
7,3.2,"DEGREE C  ",2
8,"180409122510","Time",0
9,132.7,"uS        ",1
10,3.2,"DEGREE C  ",2
11,"180409122512","Time",0
12,132.6,"uS        ",1
13,3.2,"DEGREE C  ",2
14,"180409122514","Time",0
15,132.6,"uS        ",1
16,3.2,"DEGREE C  ",2
17,"180409122516","Time",0
18,132.6,"uS        ",1
19,3.2,"DEGREE C  ",2
20,"180409122518","Time",0
21,132.6,"uS        ",1
22,3.2,"DEGREE C  ",2
23,"180409122520","Time",0
24,132.6,"uS        ",1
25,3.2,"DEGREE C  ",2
26,"180409122522","Time",0
27,132.6,"uS        ",1
28,3.2,"DEGREE C  ",2
29,"180409122524","Time",0
30,132.6,"uS        ",1
31,3.2,"DEGREE C  ",2
32,"180409122526","Time",0
33,132.7,"uS        ",1
34,3.2,"DEGREE C  ",2
35,"180409122528","Time",0
36,132.6,"uS        ",1
37,3.2,"DEGREE C  ",2
38,"180409122530","Time",0
39,132.6,"uS        ",1
40,3.2,"DEGREE C  ",2
41,"180409122532","Time",0
42,132.6,"uS        ",1
43,3.2,"DEGREE C  ",2
44,"180409122534","Time",0
45,132.6,"uS        ",1
46,3.2,"DEGREE C  ",2
47,"180409122536","Time",0
48,132.6,"uS        ",1
49,3.2,"DEGREE C  ",2
50,"180409122538","Time",0
51,132.6,"uS        ",1
52,3.2,"DEGREE C  ",2
53,"180409122540","Time",0
54,132.6,"uS        ",1
55,3.2,"DEGREE C  ",2
56,"180409122542","Time",0
57,132.6,"uS        ",1
58,3.2,"DEGREE C  ",2
59,"180409122544","Time",0
60,132.7,"uS        ",1
61,3.2,"DEGREE C  ",2
62,"180409122546","Time",0
63,132.7,"uS        ",1
64,3.2,"DEGREE C  ",2
65,"180409122548","Time",0
66,132.7,"uS        ",1
67,3.2,"DEGREE C  ",2
68,"180409122550","Time",0
69,133,"uS        ",1
70,3.2,"DEGREE C  ",2
71,"180409122552","Time",0
72,135.8,"uS        ",1
73,3.2,"DEGREE C  ",2
74,"180409122554","Time",0
75,135.8,"uS        ",1
76,3.2,"DEGREE C  ",2
77,"180409122556","Time",0
78,140.8,"uS        ",1
79,3.2,"DEGREE C  ",2
80,"180409122558","Time",0
81,150.9,"uS        ",1
82,3.2,"DEGREE C  ",2
83,"180409122600","Time",0
84,166.7,"uS        ",1
85,3.2,"DEGREE C  ",2
86,"180409122602","Time",0
87,190.7,"uS        ",1
88,3.2,"DEGREE C  ",2
89,"180409122604","Time",0
90,1.907,"mS        ",1
91,3.2,"DEGREE C  ",2
92,"180409122606","Time",0
93,.242,"mS        ",1
94,3.2,"DEGREE C  ",2
95,"180409122608","Time",0
96,.285,"mS        ",1
97,3.2,"DEGREE C  ",2
98,"180409122610","Time",0
99,.338,"mS        ",1
100,3.2,"DEGREE C  ",2
101,"180409122612","Time",0
102,.414,"mS        ",1
103,3.2,"DEGREE C  ",2
104,"180409122614","Time",0
105,.464,"mS        ",1
106,3.2,"DEGREE C  ",2
107,"180409122616","Time",0
108,.531,"mS        ",1
109,3.2,"DEGREE C  ",2
110,"180409122618","Time",0
111,.531,"mS        ",1
112,3.2,"DEGREE C  ",2
113,"180409122620","Time",0
114,.607,"mS        ",1
115,3.2,"DEGREE C  ",2
116,"180409122622","Time",0
117,.665,"mS        ",1
118,3.2,"DEGREE C  ",2
119,"180409122624","Time",0
120,.725,"mS        ",1
121,3.2,"DEGREE C  ",2
122,"180409122626","Time",0
123,.754,"mS        ",1
124,3.2,"DEGREE C  ",2
125,"180409122628","Time",0
126,.806,"mS        ",1
127,3.2,"DEGREE C  ",2
128,"180409122630","Time",0
129,.828,"mS        ",1
130,3.2,"DEGREE C  ",2
131,"180409122632","Time",0
132,.86,"mS        ",1
133,3.2,"DEGREE C  ",2
134,"180409122634","Time",0
135,.884,"mS        ",1
136,3.2,"DEGREE C  ",2
137,"180409122636","Time",0
138,.884,"mS        ",1
139,3.2,"DEGREE C  ",2
140,"180409122638","Time",0
141,.897,"mS        ",1
142,3.2,"DEGREE C  ",2
143,"180409122640","Time",0
144,.898,"mS        ",1
145,3.2,"DEGREE C  ",2
146,"180409122642","Time",0
147,.898,"mS        ",1
148,3.2,"DEGREE C  ",2
149,"180409122644","Time",0
150,.898,"mS        ",1
151,3.2,"DEGREE C  ",2
152,"180409122646","Time",0
153,.896,"mS        ",1
154,3.2,"DEGREE C  ",2
155,"180409122648","Time",0
156,.871,"mS        ",1
157,3.2,"DEGREE C  ",2
158,"180409122650","Time",0
159,.855,"mS        ",1
160,3.2,"DEGREE C  ",2
161,"180409122652","Time",0
162,.855,"mS        ",1
163,3.2,"DEGREE C  ",2
164,"180409122654","Time",0
165,.831,"mS        ",1
166,3.2,"DEGREE C  ",2
167,"180409122656","Time",0
168,.815,"mS        ",1
169,3.2,"DEGREE C  ",2
170,"180409122658","Time",0
171,.793,"mS        ",1
172,3.2,"DEGREE C  ",2
173,"180409122700","Time",0
174,.769,"mS        ",1
175,3.2,"DEGREE C  ",2
176,"180409122702","Time",0
177,.751,"mS        ",1
178,3.2,"DEGREE C  ",2
179,"180409122704","Time",0
180,.727,"mS        ",1
181,3.2,"DEGREE C  ",2
182,"180409122706","Time",0
183,.71,"mS        ",1
184,3.2,"DEGREE C  ",2
185,"180409122708","Time",0
186,.687,"mS        ",1
187,3.2,"DEGREE C  ",2
188,"180409122710","Time",0
189,.687,"mS        ",1
190,3.2,"DEGREE C  ",2
191,"180409122712","Time",0
192,.658,"mS        ",1
193,3.2,"DEGREE C  ",2
194,"180409122714","Time",0
195,.64,"mS        ",1
196,3.2,"DEGREE C  ",2
197,"180409122716","Time",0
198,.62,"mS        ",1
199,3.2,"DEGREE C  ",2
200,"180409122718","Time",0
201,.603,"mS        ",1
202,3.2,"DEGREE C  ",2
203,"180409122720","Time",0
204,.587,"mS        ",1
205,3.2,"DEGREE C  ",2
206,"180409122722","Time",0
207,.565,"mS        ",1
208,3.2,"DEGREE C  ",2
209,"180409122724","Time",0
210,.552,"mS        ",1
211,3.2,"DEGREE C  ",2
212,"180409122726","Time",0
213,.537,"mS        ",1
214,3.2,"DEGREE C  ",2
215,"180409122728","Time",0
216,.537,"mS        ",1
217,3.2,"DEGREE C  ",2
218,"180409122730","Time",0
219,.516,"mS        ",1
220,3.2,"DEGREE C  ",2
221,"180409122732","Time",0
222,.501,"mS        ",1
223,3.2,"DEGREE C  ",2
224,"180409122734","Time",0
225,.489,"mS        ",1
226,3.2,"DEGREE C  ",2
227,"180409122736","Time",0
228,.472,"mS        ",1
229,3.2,"DEGREE C  ",2
230,"180409122738","Time",0
231,.457,"mS        ",1
232,3.2,"DEGREE C  ",2
233,"180409122740","Time",0
234,.455,"mS        ",1
235,3.2,"DEGREE C  ",2
236,"180409122742","Time",0
237,.437,"mS        ",1
238,3.2,"DEGREE C  ",2
239,"180409122744","Time",0
240,.425,"mS        ",1
241,3.2,"DEGREE C  ",2
242,"180409122746","Time",0
243,.414,"mS        ",1
244,3.2,"DEGREE C  ",2
245,"180409122748","Time",0
246,.401,"mS        ",1
247,3.2,"DEGREE C  ",2
248,"180409122750","Time",0
249,.401,"mS        ",1
250,3.2,"DEGREE C  ",2
251,"180409122752","Time",0
252,.385,"mS        ",1
253,3.2,"DEGREE C  ",2
254,"180409122754","Time",0
255,.373,"mS        ",1
256,3.2,"DEGREE C  ",2
257,"180409122756","Time",0
258,.371,"mS        ",1
259,3.2,"DEGREE C  ",2
260,"180409122758","Time",0
261,.352,"mS        ",1
262,3.2,"DEGREE C  ",2
263,"180409122800","Time",0
264,.349,"mS        ",1
265,3.2,"DEGREE C  ",2
266,"180409122802","Time",0
267,.331,"mS        ",1
268,3.2,"DEGREE C  ",2
269,"180409122804","Time",0
270,.33,"mS        ",1
271,3.2,"DEGREE C  ",2
272,"180409122806","Time",0
273,.314,"mS        ",1
274,3.2,"DEGREE C  ",2
275,"180409122808","Time",0
276,.314,"mS        ",1
277,3.2,"DEGREE C  ",2
278,"180409122810","Time",0
279,.311,"mS        ",1
280,3.2,"DEGREE C  ",2
281,"180409122812","Time",0
