0,130.5,"uS        ",1
1,10.8,"DEGREE C  ",2
2,"170705120804","Time",0
3,130.4,"uS        ",1
4,10.8,"DEGREE C  ",2
5,"170705120806","Time",0
6,130.4,"uS        ",1
7,10.8,"DEGREE C  ",2
8,"170705120808","Time",0
9,130.4,"uS        ",1
10,10.8,"DEGREE C  ",2
11,"170705120810","Time",0
12,130.4,"uS        ",1
13,10.8,"DEGREE C  ",2
14,"170705120812","Time",0
15,130.4,"uS        ",1
16,10.8,"DEGREE C  ",2
17,"170705120814","Time",0
18,130.4,"uS        ",1
19,10.8,"DEGREE C  ",2
20,"170705120816","Time",0
21,130.3,"uS        ",1
22,10.8,"DEGREE C  ",2
23,"170705120818","Time",0
24,130.3,"uS        ",1
25,10.8,"DEGREE C  ",2
26,"170705120820","Time",0
27,130.3,"uS        ",1
28,10.8,"DEGREE C  ",2
29,"170705120822","Time",0
30,130.3,"uS        ",1
31,10.8,"DEGREE C  ",2
32,"170705120824","Time",0
33,130.3,"uS        ",1
34,10.8,"DEGREE C  ",2
35,"170705120826","Time",0
36,130.3,"uS        ",1
37,10.8,"DEGREE C  ",2
38,"170705120828","Time",0
39,130.3,"uS        ",1
40,10.8,"DEGREE C  ",2
41,"170705120830","Time",0
42,130.2,"uS        ",1
43,10.8,"DEGREE C  ",2
44,"170705120832","Time",0
45,130.2,"uS        ",1
46,10.8,"DEGREE C  ",2
47,"170705120834","Time",0
48,130.2,"uS        ",1
49,10.8,"DEGREE C  ",2
50,"170705120836","Time",0
51,130.2,"uS        ",1
52,10.8,"DEGREE C  ",2
53,"170705120838","Time",0
54,130.2,"uS        ",1
55,10.8,"DEGREE C  ",2
56,"170705120840","Time",0
57,130.2,"uS        ",1
58,10.8,"DEGREE C  ",2
59,"170705120842","Time",0
60,130.2,"uS        ",1
61,10.8,"DEGREE C  ",2
62,"170705120844","Time",0
63,130.2,"uS        ",1
64,10.8,"DEGREE C  ",2
65,"170705120846","Time",0
66,130.2,"uS        ",1
67,10.8,"DEGREE C  ",2
68,"170705120848","Time",0
69,130.2,"uS        ",1
70,10.8,"DEGREE C  ",2
71,"170705120850","Time",0
72,130.3,"uS        ",1
73,10.8,"DEGREE C  ",2
74,"170705120852","Time",0
75,131.8,"uS        ",1
76,10.8,"DEGREE C  ",2
77,"170705120854","Time",0
78,136.4,"uS        ",1
79,10.8,"DEGREE C  ",2
80,"170705120856","Time",0
81,148.6,"uS        ",1
82,10.8,"DEGREE C  ",2
83,"170705120858","Time",0
84,173,"uS        ",1
85,10.8,"DEGREE C  ",2
86,"170705120900","Time",0
87,173,"uS        ",1
88,10.8,"DEGREE C  ",2
89,"170705120902","Time",0
90,.287,"mS        ",1
91,10.8,"DEGREE C  ",2
92,"170705120904","Time",0
93,.338,"mS        ",1
94,10.8,"DEGREE C  ",2
95,"170705120906","Time",0
96,.338,"mS        ",1
97,10.8,"DEGREE C  ",2
98,"170705120908","Time",0
99,.469,"mS        ",1
100,10.8,"DEGREE C  ",2
101,"170705120910","Time",0
102,.573,"mS        ",1
103,10.8,"DEGREE C  ",2
104,"170705120912","Time",0
105,.671,"mS        ",1
106,10.8,"DEGREE C  ",2
107,"170705120914","Time",0
108,.758,"mS        ",1
109,10.8,"DEGREE C  ",2
110,"170705120916","Time",0
111,.854,"mS        ",1
112,10.8,"DEGREE C  ",2
113,"170705120918","Time",0
114,.918,"mS        ",1
115,10.8,"DEGREE C  ",2
116,"170705120920","Time",0
117,.97,"mS        ",1
118,10.8,"DEGREE C  ",2
119,"170705120922","Time",0
120,1.018,"mS        ",1
121,10.8,"DEGREE C  ",2
122,"170705120924","Time",0
123,1.018,"mS        ",1
124,10.8,"DEGREE C  ",2
125,"170705120926","Time",0
126,1.053,"mS        ",1
127,10.8,"DEGREE C  ",2
128,"170705120928","Time",0
129,1.064,"mS        ",1
130,10.8,"DEGREE C  ",2
131,"170705120930","Time",0
132,1.062,"mS        ",1
133,10.8,"DEGREE C  ",2
134,"170705120932","Time",0
135,1.046,"mS        ",1
136,10.8,"DEGREE C  ",2
137,"170705120934","Time",0
138,1.024,"mS        ",1
139,10.8,"DEGREE C  ",2
140,"170705120936","Time",0
141,.995,"mS        ",1
142,10.8,"DEGREE C  ",2
143,"170705120938","Time",0
144,.958,"mS        ",1
145,10.8,"DEGREE C  ",2
146,"170705120940","Time",0
147,.932,"mS        ",1
148,10.8,"DEGREE C  ",2
149,"170705120942","Time",0
150,.932,"mS        ",1
151,10.8,"DEGREE C  ",2
152,"170705120944","Time",0
153,.891,"mS        ",1
154,10.8,"DEGREE C  ",2
155,"170705120946","Time",0
156,.842,"mS        ",1
157,10.8,"DEGREE C  ",2
158,"170705120948","Time",0
159,.799,"mS        ",1
160,10.8,"DEGREE C  ",2
161,"170705120950","Time",0
162,.77,"mS        ",1
163,10.8,"DEGREE C  ",2
164,"170705120952","Time",0
165,.732,"mS        ",1
166,10.8,"DEGREE C  ",2
167,"170705120954","Time",0
168,.693,"mS        ",1
169,10.8,"DEGREE C  ",2
170,"170705120956","Time",0
171,.658,"mS        ",1
172,10.8,"DEGREE C  ",2
173,"170705120958","Time",0
174,.619,"mS        ",1
175,10.8,"DEGREE C  ",2
176,"170705121000","Time",0
177,.588,"mS        ",1
178,10.8,"DEGREE C  ",2
