0,149.5,"uS        ",1
1,10.7,"DEGREE C  ",2
2,"170803134320","Time",0
3,149.5,"uS        ",1
4,10.7,"DEGREE C  ",2
5,"170803134323","Time",0
6,149.5,"uS        ",1
7,10.7,"DEGREE C  ",2
8,"170803134325","Time",0
9,149.5,"uS        ",1
10,10.7,"DEGREE C  ",2
11,"170803134327","Time",0
12,149.5,"uS        ",1
13,10.7,"DEGREE C  ",2
14,"170803134329","Time",0
15,149.5,"uS        ",1
16,10.7,"DEGREE C  ",2
17,"170803134331","Time",0
18,149.5,"uS        ",1
19,10.7,"DEGREE C  ",2
20,"170803134333","Time",0
21,149.4,"uS        ",1
22,10.7,"DEGREE C  ",2
23,"170803134335","Time",0
24,149.4,"uS        ",1
25,10.7,"DEGREE C  ",2
26,"170803134337","Time",0
27,149.4,"uS        ",1
28,10.7,"DEGREE C  ",2
29,"170803134339","Time",0
30,149.3,"uS        ",1
31,10.7,"DEGREE C  ",2
32,"170803134341","Time",0
33,149.3,"uS        ",1
34,10.7,"DEGREE C  ",2
35,"170803134343","Time",0
36,149.3,"uS        ",1
37,10.7,"DEGREE C  ",2
38,"170803134345","Time",0
39,149.3,"uS        ",1
40,10.7,"DEGREE C  ",2
41,"170803134347","Time",0
42,149.4,"uS        ",1
43,10.7,"DEGREE C  ",2
44,"170803134349","Time",0
45,149.4,"uS        ",1
46,10.7,"DEGREE C  ",2
47,"170803134351","Time",0
48,149.3,"uS        ",1
49,10.7,"DEGREE C  ",2
50,"170803134353","Time",0
51,149.3,"uS        ",1
52,10.7,"DEGREE C  ",2
53,"170803134355","Time",0
54,149.3,"uS        ",1
55,10.7,"DEGREE C  ",2
56,"170803134357","Time",0
57,149.3,"uS        ",1
58,10.7,"DEGREE C  ",2
59,"170803134359","Time",0
60,149.3,"uS        ",1
61,10.7,"DEGREE C  ",2
62,"170803134401","Time",0
63,149.3,"uS        ",1
64,10.7,"DEGREE C  ",2
65,"170803134403","Time",0
66,149.3,"uS        ",1
67,10.7,"DEGREE C  ",2
68,"170803134405","Time",0
69,149.3,"uS        ",1
70,10.7,"DEGREE C  ",2
71,"170803134407","Time",0
72,149.3,"uS        ",1
73,10.6,"DEGREE C  ",2
74,"170803134409","Time",0
75,149.4,"uS        ",1
76,10.7,"DEGREE C  ",2
77,"170803134411","Time",0
78,149.4,"uS        ",1
79,10.6,"DEGREE C  ",2
80,"170803134413","Time",0
81,149.6,"uS        ",1
82,10.7,"DEGREE C  ",2
83,"170803134415","Time",0
84,149.7,"uS        ",1
85,10.6,"DEGREE C  ",2
86,"170803134417","Time",0
87,151.8,"uS        ",1
88,10.7,"DEGREE C  ",2
89,"170803134419","Time",0
90,154.3,"uS        ",1
91,10.6,"DEGREE C  ",2
92,"170803134421","Time",0
93,162.9,"uS        ",1
94,10.6,"DEGREE C  ",2
95,"170803134423","Time",0
96,171.3,"uS        ",1
97,10.6,"DEGREE C  ",2
98,"170803134425","Time",0
99,196.6,"uS        ",1
100,10.6,"DEGREE C  ",2
101,"170803134427","Time",0
102,1.966,"mS        ",1
103,10.6,"DEGREE C  ",2
104,"170803134429","Time",0
105,.239,"mS        ",1
106,10.7,"DEGREE C  ",2
107,"170803134431","Time",0
108,.266,"mS        ",1
109,10.7,"DEGREE C  ",2
110,"170803134433","Time",0
111,.313,"mS        ",1
112,10.7,"DEGREE C  ",2
