Report Date:,12/9/2016 9:53:44 AM
Report User Name:,fieldtech
Report Computer Name:,NREL-F1KAMPF
Application:,WinSitu.exe
Application Version:,5.6.24.4


Log File Properties
File Name,Stream_level_Append_2016-11-10_15-41-54-463.wsl
Create Date,11/10/2016 3:41:54 PM

Device Properties
Device,Rugged TROLL 100
Site,Dry_Creek
Device Name, 
Serial Number,351998
Firmware Version,1.02
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,24

Log Configuration
,Log Name,Stream_level
,Created By,fieldtech
,Computer Name,NREL-F1KAMPF
,Application,WinSitu.exe
,Application Version,5.6.24.4
,Create Date,9/18/2016 4:11:05 PM Mountain Standard Time (Ignore DST)
,Log Setup Time Zone,Unknown
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,9/18/2016 5:00:00 PM Mountain Standard Time (Ignore DST)
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings
,Depth of Probe:,25.8764 (ft)
,Head Pressure:,11.2069 (PSI)
,Temperature:,12.6302 (C)



Log Notes:
Date and Time,Note
9/18/2016 4:11:11 PM  ,Used Battery: 24% Used Memory: 6%   User Name: fieldtech
10/18/2016 11:51:10 AM,Log Download - Used Battery: 24% Used Memory: 6%   User Name: fieldtech
11/10/2016 3:41:05 PM ,Log Download - Used Battery: 25% Used Memory: 9%   User Name: fieldtech Interval -  Start Time: 10/18/2016 11:45:00 AM


Log Data:
Record Count,5083

Sensors,1

 ,1,351998,Pressure/Temp PSIA (9m/30ft)

Time Zone: Mountain Standard Time (Ignore DST)

,,Sensor: Pres(A) 30ft          ,Sensor: Pres(A) 30ft          ,
,Elapsed Time,SN#: 351998                   ,SN#: 351998                   ,
Date and Time,Seconds     ,Pressure (PSI)                ,Temperature (C)               ,
10/4/2016 7:00:00 AM  , 1346400.000,                        11.118,                         6.837,
10/4/2016 7:15:00 AM  , 1347300.000,                        11.122,                         6.784,
10/4/2016 7:30:00 AM  , 1348200.000,                        11.122,                         6.837,
10/4/2016 7:45:00 AM  , 1349100.000,                        11.122,                         6.837,
10/4/2016 8:00:00 AM  , 1350000.000,                        11.121,                         6.837,
10/4/2016 8:15:00 AM  , 1350900.000,                        11.126,                         6.837,
10/4/2016 8:30:00 AM  , 1351800.000,                        11.126,                         6.837,
10/4/2016 8:45:00 AM  , 1352700.000,                        11.130,                         6.889,
10/4/2016 9:00:00 AM  , 1353600.000,                        11.128,                         6.942,
10/4/2016 9:15:00 AM  , 1354500.000,                        11.135,                         7.047,
10/4/2016 9:30:00 AM  , 1355400.000,                        11.129,                         7.047,
10/4/2016 9:45:00 AM  , 1356300.000,                        11.128,                         7.099,
10/4/2016 10:00:00 AM , 1357200.000,                        11.132,                         7.047,
10/4/2016 10:15:00 AM , 1358100.000,                        11.127,                         7.151,
10/4/2016 10:30:00 AM , 1359000.000,                        11.132,                         7.256,
10/4/2016 10:45:00 AM , 1359900.000,                        11.130,                         7.308,
10/4/2016 11:00:00 AM , 1360800.000,                        11.136,                         7.361,
10/4/2016 11:15:00 AM , 1361700.000,                        11.131,                         7.465,
10/4/2016 11:30:00 AM , 1362600.000,                        11.134,                         7.570,
10/4/2016 11:45:00 AM , 1363500.000,                        11.138,                         7.674,
10/4/2016 12:00:00 PM , 1364400.000,                        11.136,                         7.674,
10/4/2016 12:15:00 PM , 1365300.000,                        11.134,                         7.622,
10/4/2016 12:30:00 PM , 1366200.000,                        11.143,                         7.779,
10/4/2016 12:45:00 PM , 1367100.000,                        11.146,                         7.935,
10/4/2016 1:00:00 PM  , 1368000.000,                        11.151,                         7.988,
10/4/2016 1:15:00 PM  , 1368900.000,                        11.148,                         7.935,
10/4/2016 1:30:00 PM  , 1369800.000,                        11.146,                         7.988,
10/4/2016 1:45:00 PM  , 1370700.000,                        11.147,                         8.040,
10/4/2016 2:00:00 PM  , 1371600.000,                        11.150,                         8.040,
10/4/2016 2:15:00 PM  , 1372500.000,                        11.151,                         7.935,
10/4/2016 2:30:00 PM  , 1373400.000,                        11.154,                         7.935,
10/4/2016 2:45:00 PM  , 1374300.000,                        11.155,                         7.883,
10/4/2016 3:00:00 PM  , 1375200.000,                        11.155,                         7.883,
10/4/2016 3:15:00 PM  , 1376100.000,                        11.158,                         7.831,
10/4/2016 3:30:00 PM  , 1377000.000,                        11.158,                         7.831,
10/4/2016 3:45:00 PM  , 1377900.000,                        11.157,                         7.727,
10/4/2016 4:00:00 PM  , 1378800.000,                        11.159,                         7.674,
10/4/2016 4:15:00 PM  , 1379700.000,                        11.156,                         7.727,
10/4/2016 4:30:00 PM  , 1380600.000,                        11.161,                         7.674,
10/4/2016 4:45:00 PM  , 1381500.000,                        11.156,                         7.674,
10/4/2016 5:00:00 PM  , 1382400.000,                        11.159,                         7.570,
10/4/2016 5:15:00 PM  , 1383300.000,                        11.161,                         7.570,
10/4/2016 5:30:00 PM  , 1384200.000,                        11.165,                         7.518,
10/4/2016 5:45:00 PM  , 1385100.000,                        11.166,                         7.570,
10/4/2016 6:00:00 PM  , 1386000.000,                        11.168,                         7.570,
10/4/2016 6:15:00 PM  , 1386900.000,                        11.168,                         7.518,
10/4/2016 6:30:00 PM  , 1387800.000,                        11.172,                         7.518,
10/4/2016 6:45:00 PM  , 1388700.000,                        11.174,                         7.518,
10/4/2016 7:00:00 PM  , 1389600.000,                        11.171,                         7.465,
10/4/2016 7:15:00 PM  , 1390500.000,                        11.175,                         7.413,
10/4/2016 7:30:00 PM  , 1391400.000,                        11.174,                         7.361,
10/4/2016 7:45:00 PM  , 1392300.000,                        11.174,                         7.308,
10/4/2016 8:00:00 PM  , 1393200.000,                        11.175,                         7.308,
10/4/2016 8:15:00 PM  , 1394100.000,                        11.179,                         7.256,
10/4/2016 8:30:00 PM  , 1395000.000,                        11.176,                         7.204,
10/4/2016 8:45:00 PM  , 1395900.000,                        11.179,                         7.204,
10/4/2016 9:00:00 PM  , 1396800.000,                        11.175,                         7.151,
10/4/2016 9:15:00 PM  , 1397700.000,                        11.176,                         7.151,
10/4/2016 9:30:00 PM  , 1398600.000,                        11.170,                         7.099,
10/4/2016 9:45:00 PM  , 1399500.000,                        11.168,                         7.099,
10/4/2016 10:00:00 PM , 1400400.000,                        11.164,                         7.047,
10/4/2016 10:15:00 PM , 1401300.000,                        11.170,                         7.099,
10/4/2016 10:30:00 PM , 1402200.000,                        11.174,                         7.047,
10/4/2016 10:45:00 PM , 1403100.000,                        11.175,                         6.994,
10/4/2016 11:00:00 PM , 1404000.000,                        11.176,                         6.994,
10/4/2016 11:15:00 PM , 1404900.000,                        11.175,                         6.942,
10/4/2016 11:30:00 PM , 1405800.000,                        11.171,                         6.942,
10/4/2016 11:45:00 PM , 1406700.000,                        11.168,                         6.942,
10/5/2016 12:00:00 AM , 1407600.000,                        11.167,                         6.889,
10/5/2016 12:15:00 AM , 1408500.000,                        11.167,                         6.889,
10/5/2016 12:30:00 AM , 1409400.000,                        11.166,                         6.942,
10/5/2016 12:45:00 AM , 1410300.000,                        11.167,                         6.942,
10/5/2016 1:00:00 AM  , 1411200.000,                        11.162,                         6.889,
10/5/2016 1:15:00 AM  , 1412100.000,                        11.158,                         6.889,
10/5/2016 1:30:00 AM  , 1413000.000,                        11.164,                         6.837,
10/5/2016 1:45:00 AM  , 1413900.000,                        11.171,                         6.732,
10/5/2016 2:00:00 AM  , 1414800.000,                        11.164,                         6.732,
10/5/2016 2:15:00 AM  , 1415700.000,                        11.168,                         6.784,
10/5/2016 2:30:00 AM  , 1416600.000,                        11.166,                         6.784,
10/5/2016 2:45:00 AM  , 1417500.000,                        11.166,                         6.784,
10/5/2016 3:00:00 AM  , 1418400.000,                        11.166,                         6.784,
10/5/2016 3:15:00 AM  , 1419300.000,                        11.167,                         6.784,
10/5/2016 3:30:00 AM  , 1420200.000,                        11.164,                         6.837,
10/5/2016 3:45:00 AM  , 1421100.000,                        11.166,                         6.732,
10/5/2016 4:00:00 AM  , 1422000.000,                        11.163,                         6.732,
10/5/2016 4:15:00 AM  , 1422900.000,                        11.161,                         6.732,
10/5/2016 4:30:00 AM  , 1423800.000,                        11.168,                         6.732,
10/5/2016 4:45:00 AM  , 1424700.000,                        11.173,                         6.732,
10/5/2016 5:00:00 AM  , 1425600.000,                        11.173,                         6.732,
10/5/2016 5:15:00 AM  , 1426500.000,                        11.174,                         6.732,
10/5/2016 5:30:00 AM  , 1427400.000,                        11.177,                         6.732,
10/5/2016 5:45:00 AM  , 1428300.000,                        11.178,                         6.679,
10/5/2016 6:00:00 AM  , 1429200.000,                        11.180,                         6.679,
10/5/2016 6:15:00 AM  , 1430100.000,                        11.180,                         6.732,
10/5/2016 6:30:00 AM  , 1431000.000,                        11.185,                         6.732,
10/5/2016 6:45:00 AM  , 1431900.000,                        11.183,                         6.732,
10/5/2016 7:00:00 AM  , 1432800.000,                        11.185,                         6.732,
10/5/2016 7:15:00 AM  , 1433700.000,                        11.187,                         6.732,
10/5/2016 7:30:00 AM  , 1434600.000,                        11.187,                         6.732,
10/5/2016 7:45:00 AM  , 1435500.000,                        11.191,                         6.679,
10/5/2016 8:00:00 AM  , 1436400.000,                        11.193,                         6.784,
10/5/2016 8:15:00 AM  , 1437300.000,                        11.194,                         6.837,
10/5/2016 8:30:00 AM  , 1438200.000,                        11.192,                         6.889,
10/5/2016 8:45:00 AM  , 1439100.000,                        11.193,                         6.942,
10/5/2016 9:00:00 AM  , 1440000.000,                        11.194,                         7.047,
10/5/2016 9:15:00 AM  , 1440900.000,                        11.192,                         7.047,
10/5/2016 9:30:00 AM  , 1441800.000,                        11.194,                         7.099,
10/5/2016 9:45:00 AM  , 1442700.000,                        11.193,                         7.151,
10/5/2016 10:00:00 AM , 1443600.000,                        11.194,                         7.151,
10/5/2016 10:15:00 AM , 1444500.000,                        11.196,                         7.204,
10/5/2016 10:30:00 AM , 1445400.000,                        11.193,                         7.151,
10/5/2016 10:45:00 AM , 1446300.000,                        11.190,                         7.256,
10/5/2016 11:00:00 AM , 1447200.000,                        11.193,                         7.361,
10/5/2016 11:15:00 AM , 1448100.000,                        11.185,                         7.518,
10/5/2016 11:30:00 AM , 1449000.000,                        11.188,                         7.570,
10/5/2016 11:45:00 AM , 1449900.000,                        11.183,                         7.674,
10/5/2016 12:00:00 PM , 1450800.000,                        11.182,                         7.779,
10/5/2016 12:15:00 PM , 1451700.000,                        11.186,                         7.935,
10/5/2016 12:30:00 PM , 1452600.000,                        11.184,                         8.040,
10/5/2016 12:45:00 PM , 1453500.000,                        11.187,                         8.040,
10/5/2016 1:00:00 PM  , 1454400.000,                        11.184,                         7.988,
10/5/2016 1:15:00 PM  , 1455300.000,                        11.183,                         7.935,
10/5/2016 1:30:00 PM  , 1456200.000,                        11.177,                         8.092,
10/5/2016 1:45:00 PM  , 1457100.000,                        11.175,                         8.040,
10/5/2016 2:00:00 PM  , 1458000.000,                        11.179,                         8.040,
10/5/2016 2:15:00 PM  , 1458900.000,                        11.174,                         7.988,
10/5/2016 2:30:00 PM  , 1459800.000,                        11.177,                         8.040,
10/5/2016 2:45:00 PM  , 1460700.000,                        11.178,                         7.935,
10/5/2016 3:00:00 PM  , 1461600.000,                        11.177,                         8.040,
10/5/2016 3:15:00 PM  , 1462500.000,                        11.183,                         8.040,
10/5/2016 3:30:00 PM  , 1463400.000,                        11.181,                         7.988,
10/5/2016 3:45:00 PM  , 1464300.000,                        11.185,                         7.988,
10/5/2016 4:00:00 PM  , 1465200.000,                        11.181,                         7.935,
10/5/2016 4:15:00 PM  , 1466100.000,                        11.188,                         7.935,
10/5/2016 4:30:00 PM  , 1467000.000,                        11.187,                         7.935,
10/5/2016 4:45:00 PM  , 1467900.000,                        11.186,                         7.883,
10/5/2016 5:00:00 PM  , 1468800.000,                        11.186,                         7.883,
10/5/2016 5:15:00 PM  , 1469700.000,                        11.192,                         7.779,
10/5/2016 5:30:00 PM  , 1470600.000,                        11.191,                         7.831,
10/5/2016 5:45:00 PM  , 1471500.000,                        11.195,                         7.779,
10/5/2016 6:00:00 PM  , 1472400.000,                        11.193,                         7.779,
10/5/2016 6:15:00 PM  , 1473300.000,                        11.199,                         7.674,
10/5/2016 6:30:00 PM  , 1474200.000,                        11.209,                         7.674,
10/5/2016 6:45:00 PM  , 1475100.000,                        11.205,                         7.622,
10/5/2016 7:00:00 PM  , 1476000.000,                        11.203,                         7.570,
10/5/2016 7:15:00 PM  , 1476900.000,                        11.207,                         7.518,
10/5/2016 7:30:00 PM  , 1477800.000,                        11.208,                         7.465,
10/5/2016 7:45:00 PM  , 1478700.000,                        11.209,                         7.413,
10/5/2016 8:00:00 PM  , 1479600.000,                        11.207,                         7.308,
10/5/2016 8:15:00 PM  , 1480500.000,                        11.208,                         7.204,
10/5/2016 8:30:00 PM  , 1481400.000,                        11.213,                         7.204,
10/5/2016 8:45:00 PM  , 1482300.000,                        11.209,                         7.151,
10/5/2016 9:00:00 PM  , 1483200.000,                        11.211,                         7.151,
10/5/2016 9:15:00 PM  , 1484100.000,                        11.208,                         7.047,
10/5/2016 9:30:00 PM  , 1485000.000,                        11.211,                         7.047,
10/5/2016 9:45:00 PM  , 1485900.000,                        11.218,                         7.047,
10/5/2016 10:00:00 PM , 1486800.000,                        11.220,                         7.151,
10/5/2016 10:15:00 PM , 1487700.000,                        11.218,                         7.151,
10/5/2016 10:30:00 PM , 1488600.000,                        11.217,                         7.151,
10/5/2016 10:45:00 PM , 1489500.000,                        11.223,                         7.151,
10/5/2016 11:00:00 PM , 1490400.000,                        11.227,                         7.204,
10/5/2016 11:15:00 PM , 1491300.000,                        11.236,                         7.204,
10/5/2016 11:30:00 PM , 1492200.000,                        11.234,                         7.204,
10/5/2016 11:45:00 PM , 1493100.000,                        11.233,                         7.256,
10/6/2016 12:00:00 AM , 1494000.000,                        11.228,                         7.204,
10/6/2016 12:15:00 AM , 1494900.000,                        11.226,                         7.204,
10/6/2016 12:30:00 AM , 1495800.000,                        11.230,                         7.151,
10/6/2016 12:45:00 AM , 1496700.000,                        11.225,                         7.151,
10/6/2016 1:00:00 AM  , 1497600.000,                        11.225,                         7.099,
10/6/2016 1:15:00 AM  , 1498500.000,                        11.224,                         7.099,
10/6/2016 1:30:00 AM  , 1499400.000,                        11.224,                         7.047,
10/6/2016 1:45:00 AM  , 1500300.000,                        11.221,                         7.047,
10/6/2016 2:00:00 AM  , 1501200.000,                        11.219,                         6.994,
10/6/2016 2:15:00 AM  , 1502100.000,                        11.219,                         6.994,
10/6/2016 2:30:00 AM  , 1503000.000,                        11.218,                         6.942,
10/6/2016 2:45:00 AM  , 1503900.000,                        11.221,                         6.994,
10/6/2016 3:00:00 AM  , 1504800.000,                        11.215,                         6.994,
10/6/2016 3:15:00 AM  , 1505700.000,                        11.210,                         6.942,
10/6/2016 3:30:00 AM  , 1506600.000,                        11.214,                         6.889,
10/6/2016 3:45:00 AM  , 1507500.000,                        11.216,                         6.784,
10/6/2016 4:00:00 AM  , 1508400.000,                        11.212,                         6.732,
10/6/2016 4:15:00 AM  , 1509300.000,                        11.218,                         6.732,
10/6/2016 4:30:00 AM  , 1510200.000,                        11.213,                         6.732,
10/6/2016 4:45:00 AM  , 1511100.000,                        11.212,                         6.732,
10/6/2016 5:00:00 AM  , 1512000.000,                        11.213,                         6.732,
10/6/2016 5:15:00 AM  , 1512900.000,                        11.213,                         6.732,
10/6/2016 5:30:00 AM  , 1513800.000,                        11.218,                         6.784,
10/6/2016 5:45:00 AM  , 1514700.000,                        11.216,                         6.784,
10/6/2016 6:00:00 AM  , 1515600.000,                        11.215,                         6.784,
10/6/2016 6:15:00 AM  , 1516500.000,                        11.218,                         6.784,
10/6/2016 6:30:00 AM  , 1517400.000,                        11.222,                         6.837,
10/6/2016 6:45:00 AM  , 1518300.000,                        11.225,                         6.784,
10/6/2016 7:00:00 AM  , 1519200.000,                        11.216,                         6.784,
10/6/2016 7:15:00 AM  , 1520100.000,                        11.224,                         6.784,
10/6/2016 7:30:00 AM  , 1521000.000,                        11.227,                         6.784,
10/6/2016 7:45:00 AM  , 1521900.000,                        11.225,                         6.784,
10/6/2016 8:00:00 AM  , 1522800.000,                        11.228,                         6.784,
10/6/2016 8:15:00 AM  , 1523700.000,                        11.233,                         6.784,
10/6/2016 8:30:00 AM  , 1524600.000,                        11.241,                         6.837,
10/6/2016 8:45:00 AM  , 1525500.000,                        11.238,                         6.732,
10/6/2016 9:00:00 AM  , 1526400.000,                        11.240,                         6.784,
10/6/2016 9:15:00 AM  , 1527300.000,                        11.244,                         6.784,
10/6/2016 9:30:00 AM  , 1528200.000,                        11.247,                         6.784,
10/6/2016 9:45:00 AM  , 1529100.000,                        11.249,                         6.889,
10/6/2016 10:00:00 AM , 1530000.000,                        11.252,                         6.942,
10/6/2016 10:15:00 AM , 1530900.000,                        11.254,                         6.942,
10/6/2016 10:30:00 AM , 1531800.000,                        11.249,                         6.994,
10/6/2016 10:45:00 AM , 1532700.000,                        11.226,                         6.994,
10/6/2016 11:00:00 AM , 1533600.000,                        11.228,                         7.151,
10/6/2016 11:15:00 AM , 1534500.000,                        11.234,                         7.256,
10/6/2016 11:30:00 AM , 1535400.000,                        11.242,                         7.151,
10/6/2016 11:45:00 AM , 1536300.000,                        11.245,                         7.151,
10/6/2016 12:00:00 PM , 1537200.000,                        11.258,                         7.204,
10/6/2016 12:15:00 PM , 1538100.000,                        11.258,                         7.204,
10/6/2016 12:30:00 PM , 1539000.000,                        11.263,                         7.151,
10/6/2016 12:45:00 PM , 1539900.000,                        11.262,                         7.151,
10/6/2016 1:00:00 PM  , 1540800.000,                        11.262,                         7.099,
10/6/2016 1:15:00 PM  , 1541700.000,                        11.262,                         7.361,
10/6/2016 1:30:00 PM  , 1542600.000,                        11.259,                         7.308,
10/6/2016 1:45:00 PM  , 1543500.000,                        11.263,                         7.413,
10/6/2016 2:00:00 PM  , 1544400.000,                        11.254,                         7.361,
10/6/2016 2:15:00 PM  , 1545300.000,                        11.263,                         7.256,
10/6/2016 2:30:00 PM  , 1546200.000,                        11.265,                         7.204,
10/6/2016 2:45:00 PM  , 1547100.000,                        11.264,                         7.308,
10/6/2016 3:00:00 PM  , 1548000.000,                        11.268,                         7.256,
10/6/2016 3:15:00 PM  , 1548900.000,                        11.276,                         7.256,
10/6/2016 3:30:00 PM  , 1549800.000,                        11.279,                         7.151,
10/6/2016 3:45:00 PM  , 1550700.000,                        11.277,                         7.204,
10/6/2016 4:00:00 PM  , 1551600.000,                        11.276,                         7.256,
10/6/2016 4:15:00 PM  , 1552500.000,                        11.277,                         7.204,
10/6/2016 4:30:00 PM  , 1553400.000,                        11.281,                         7.151,
10/6/2016 4:45:00 PM  , 1554300.000,                        11.286,                         7.204,
10/6/2016 5:00:00 PM  , 1555200.000,                        11.283,                         7.099,
10/6/2016 5:15:00 PM  , 1556100.000,                        11.291,                         7.047,
10/6/2016 5:30:00 PM  , 1557000.000,                        11.287,                         6.994,
10/6/2016 5:45:00 PM  , 1557900.000,                        11.294,                         6.942,
10/6/2016 6:00:00 PM  , 1558800.000,                        11.295,                         6.994,
10/6/2016 6:15:00 PM  , 1559700.000,                        11.293,                         6.889,
10/6/2016 6:30:00 PM  , 1560600.000,                        11.300,                         6.837,
10/6/2016 6:45:00 PM  , 1561500.000,                        11.298,                         6.784,
10/6/2016 7:00:00 PM  , 1562400.000,                        11.304,                         6.732,
10/6/2016 7:15:00 PM  , 1563300.000,                        11.306,                         6.732,
10/6/2016 7:30:00 PM  , 1564200.000,                        11.304,                         6.679,
10/6/2016 7:45:00 PM  , 1565100.000,                        11.306,                         6.679,
10/6/2016 8:00:00 PM  , 1566000.000,                        11.306,                         6.627,
10/6/2016 8:15:00 PM  , 1566900.000,                        11.314,                         6.574,
10/6/2016 8:30:00 PM  , 1567800.000,                        11.314,                         6.574,
10/6/2016 8:45:00 PM  , 1568700.000,                        11.321,                         6.522,
10/6/2016 9:00:00 PM  , 1569600.000,                        11.316,                         6.469,
10/6/2016 9:15:00 PM  , 1570500.000,                        11.318,                         6.469,
10/6/2016 9:30:00 PM  , 1571400.000,                        11.316,                         6.469,
10/6/2016 9:45:00 PM  , 1572300.000,                        11.315,                         6.417,
10/6/2016 10:00:00 PM , 1573200.000,                        11.315,                         6.364,
10/6/2016 10:15:00 PM , 1574100.000,                        11.319,                         6.364,
10/6/2016 10:30:00 PM , 1575000.000,                        11.318,                         6.364,
10/6/2016 10:45:00 PM , 1575900.000,                        11.321,                         6.312,
10/6/2016 11:00:00 PM , 1576800.000,                        11.320,                         6.312,
10/6/2016 11:15:00 PM , 1577700.000,                        11.325,                         6.312,
10/6/2016 11:30:00 PM , 1578600.000,                        11.323,                         6.259,
10/6/2016 11:45:00 PM , 1579500.000,                        11.326,                         6.206,
10/7/2016 12:00:00 AM , 1580400.000,                        11.322,                         6.206,
10/7/2016 12:15:00 AM , 1581300.000,                        11.322,                         6.206,
10/7/2016 12:30:00 AM , 1582200.000,                        11.324,                         6.206,
10/7/2016 12:45:00 AM , 1583100.000,                        11.317,                         6.154,
10/7/2016 1:00:00 AM  , 1584000.000,                        11.320,                         6.101,
10/7/2016 1:15:00 AM  , 1584900.000,                        11.321,                         6.101,
10/7/2016 1:30:00 AM  , 1585800.000,                        11.325,                         6.048,
10/7/2016 1:45:00 AM  , 1586700.000,                        11.325,                         6.048,
10/7/2016 2:00:00 AM  , 1587600.000,                        11.325,                         5.996,
10/7/2016 2:15:00 AM  , 1588500.000,                        11.330,                         5.996,
10/7/2016 2:30:00 AM  , 1589400.000,                        11.331,                         5.996,
10/7/2016 2:45:00 AM  , 1590300.000,                        11.324,                         5.943,
10/7/2016 3:00:00 AM  , 1591200.000,                        11.326,                         5.890,
10/7/2016 3:15:00 AM  , 1592100.000,                        11.327,                         5.943,
10/7/2016 3:30:00 AM  , 1593000.000,                        11.322,                         5.943,
10/7/2016 3:45:00 AM  , 1593900.000,                        11.322,                         5.996,
10/7/2016 4:00:00 AM  , 1594800.000,                        11.323,                         6.048,
10/7/2016 4:15:00 AM  , 1595700.000,                        11.327,                         6.048,
10/7/2016 4:30:00 AM  , 1596600.000,                        11.328,                         5.996,
10/7/2016 4:45:00 AM  , 1597500.000,                        11.330,                         5.996,
10/7/2016 5:00:00 AM  , 1598400.000,                        11.325,                         5.996,
10/7/2016 5:15:00 AM  , 1599300.000,                        11.326,                         5.996,
10/7/2016 5:30:00 AM  , 1600200.000,                        11.329,                         5.943,
10/7/2016 5:45:00 AM  , 1601100.000,                        11.332,                         5.890,
10/7/2016 6:00:00 AM  , 1602000.000,                        11.330,                         5.890,
10/7/2016 6:15:00 AM  , 1602900.000,                        11.331,                         5.890,
10/7/2016 6:30:00 AM  , 1603800.000,                        11.331,                         5.890,
10/7/2016 6:45:00 AM  , 1604700.000,                        11.335,                         5.838,
10/7/2016 7:00:00 AM  , 1605600.000,                        11.333,                         5.838,
10/7/2016 7:15:00 AM  , 1606500.000,                        11.336,                         5.785,
10/7/2016 7:30:00 AM  , 1607400.000,                        11.338,                         5.785,
10/7/2016 7:45:00 AM  , 1608300.000,                        11.342,                         5.785,
10/7/2016 8:00:00 AM  , 1609200.000,                        11.338,                         5.785,
10/7/2016 8:15:00 AM  , 1610100.000,                        11.335,                         5.785,
10/7/2016 8:30:00 AM  , 1611000.000,                        11.346,                         5.890,
10/7/2016 8:45:00 AM  , 1611900.000,                        11.347,                         5.996,
10/7/2016 9:00:00 AM  , 1612800.000,                        11.347,                         6.154,
10/7/2016 9:15:00 AM  , 1613700.000,                        11.347,                         6.259,
10/7/2016 9:30:00 AM  , 1614600.000,                        11.346,                         6.364,
10/7/2016 9:45:00 AM  , 1615500.000,                        11.347,                         6.417,
10/7/2016 10:00:00 AM , 1616400.000,                        11.349,                         6.522,
10/7/2016 10:15:00 AM , 1617300.000,                        11.345,                         6.574,
10/7/2016 10:30:00 AM , 1618200.000,                        11.347,                         6.627,
10/7/2016 10:45:00 AM , 1619100.000,                        11.349,                         6.679,
10/7/2016 11:00:00 AM , 1620000.000,                        11.343,                         6.837,
10/7/2016 11:15:00 AM , 1620900.000,                        11.343,                         7.099,
10/7/2016 11:30:00 AM , 1621800.000,                        11.341,                         7.256,
10/7/2016 11:45:00 AM , 1622700.000,                        11.343,                         7.361,
10/7/2016 12:00:00 PM , 1623600.000,                        11.345,                         7.465,
10/7/2016 12:15:00 PM , 1624500.000,                        11.342,                         7.622,
10/7/2016 12:30:00 PM , 1625400.000,                        11.340,                         7.779,
10/7/2016 12:45:00 PM , 1626300.000,                        11.333,                         7.883,
10/7/2016 1:00:00 PM  , 1627200.000,                        11.334,                         8.040,
10/7/2016 1:15:00 PM  , 1628100.000,                        11.332,                         8.092,
10/7/2016 1:30:00 PM  , 1629000.000,                        11.329,                         8.092,
10/7/2016 1:45:00 PM  , 1629900.000,                        11.331,                         8.092,
10/7/2016 2:00:00 PM  , 1630800.000,                        11.328,                         8.040,
10/7/2016 2:15:00 PM  , 1631700.000,                        11.327,                         8.040,
10/7/2016 2:30:00 PM  , 1632600.000,                        11.328,                         8.040,
10/7/2016 2:45:00 PM  , 1633500.000,                        11.330,                         8.040,
10/7/2016 3:00:00 PM  , 1634400.000,                        11.327,                         7.988,
10/7/2016 3:15:00 PM  , 1635300.000,                        11.326,                         7.988,
10/7/2016 3:30:00 PM  , 1636200.000,                        11.326,                         7.883,
10/7/2016 3:45:00 PM  , 1637100.000,                        11.328,                         7.831,
10/7/2016 4:00:00 PM  , 1638000.000,                        11.324,                         7.779,
10/7/2016 4:15:00 PM  , 1638900.000,                        11.322,                         7.779,
10/7/2016 4:30:00 PM  , 1639800.000,                        11.328,                         7.727,
10/7/2016 4:45:00 PM  , 1640700.000,                        11.329,                         7.674,
10/7/2016 5:00:00 PM  , 1641600.000,                        11.326,                         7.622,
10/7/2016 5:15:00 PM  , 1642500.000,                        11.328,                         7.570,
10/7/2016 5:30:00 PM  , 1643400.000,                        11.327,                         7.570,
10/7/2016 5:45:00 PM  , 1644300.000,                        11.323,                         7.518,
10/7/2016 6:00:00 PM  , 1645200.000,                        11.323,                         7.465,
10/7/2016 6:15:00 PM  , 1646100.000,                        11.320,                         7.413,
10/7/2016 6:30:00 PM  , 1647000.000,                        11.329,                         7.361,
10/7/2016 6:45:00 PM  , 1647900.000,                        11.332,                         7.361,
10/7/2016 7:00:00 PM  , 1648800.000,                        11.333,                         7.256,
10/7/2016 7:15:00 PM  , 1649700.000,                        11.335,                         7.204,
10/7/2016 7:30:00 PM  , 1650600.000,                        11.339,                         7.151,
10/7/2016 7:45:00 PM  , 1651500.000,                        11.337,                         7.099,
10/7/2016 8:00:00 PM  , 1652400.000,                        11.342,                         7.047,
10/7/2016 8:15:00 PM  , 1653300.000,                        11.342,                         6.994,
10/7/2016 8:30:00 PM  , 1654200.000,                        11.343,                         6.942,
10/7/2016 8:45:00 PM  , 1655100.000,                        11.343,                         6.942,
10/7/2016 9:00:00 PM  , 1656000.000,                        11.338,                         6.837,
10/7/2016 9:15:00 PM  , 1656900.000,                        11.347,                         6.837,
10/7/2016 9:30:00 PM  , 1657800.000,                        11.344,                         6.784,
10/7/2016 9:45:00 PM  , 1658700.000,                        11.347,                         6.732,
10/7/2016 10:00:00 PM , 1659600.000,                        11.345,                         6.679,
10/7/2016 10:15:00 PM , 1660500.000,                        11.340,                         6.679,
10/7/2016 10:30:00 PM , 1661400.000,                        11.339,                         6.627,
10/7/2016 10:45:00 PM , 1662300.000,                        11.339,                         6.574,
10/7/2016 11:00:00 PM , 1663200.000,                        11.339,                         6.574,
10/7/2016 11:15:00 PM , 1664100.000,                        11.339,                         6.522,
