"Plot Title: drycreek101816"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10492130, SEN S/N: 10492130)","Event, units (LGR S/N: 10492130, SEN S/N: 10492130)","Coupler Detached (LGR S/N: 10492130)","End Of File (LGR S/N: 10492130)"
1,10/18/16 11:45:06 AM,17.189,0.00,,
2,10/18/16 11:45:26 AM,,,Logged,
3,10/18/16 11:45:54 AM,,1.00,,
4,10/18/16 11:50:06 AM,16.237,,,
5,10/18/16 11:55:06 AM,15.569,,,
6,10/18/16 12:00:06 PM,15.282,,,
7,10/18/16 12:05:06 PM,14.804,,,
8,10/18/16 12:10:06 PM,13.846,,,
9,10/18/16 12:15:06 PM,12.980,,,
10,10/18/16 12:20:06 PM,12.304,,,
11,10/18/16 12:25:06 PM,11.819,,,
12,10/18/16 12:30:06 PM,11.431,,,
13,10/18/16 12:35:06 PM,11.236,,,
14,10/18/16 12:40:06 PM,11.139,,,
15,10/18/16 12:45:06 PM,10.944,,,
16,10/18/16 12:50:06 PM,11.041,,,
17,10/18/16 12:55:06 PM,11.334,,,
18,10/18/16 01:00:06 PM,11.722,,,
19,10/18/16 01:05:06 PM,12.013,,,
20,10/18/16 01:10:06 PM,12.013,,,
21,10/18/16 01:15:06 PM,11.819,,,
22,10/18/16 01:20:06 PM,11.625,,,
23,10/18/16 01:25:06 PM,11.625,,,
24,10/18/16 01:30:06 PM,11.625,,,
25,10/18/16 01:35:06 PM,12.013,,,
26,10/18/16 01:40:06 PM,12.497,,,
27,10/18/16 01:45:06 PM,12.787,,,
28,10/18/16 01:50:06 PM,12.980,,,
29,10/18/16 01:55:06 PM,13.365,,,
30,10/18/16 02:00:06 PM,13.846,,,
31,10/18/16 02:05:06 PM,14.134,,,
32,10/18/16 02:10:06 PM,14.134,,,
33,10/18/16 02:15:06 PM,14.230,,,
34,10/18/16 02:20:06 PM,14.613,,,
35,10/18/16 02:25:06 PM,14.613,,,
36,10/18/16 02:30:06 PM,14.325,,,
37,10/18/16 02:35:06 PM,13.846,,,
38,10/18/16 02:40:06 PM,13.365,,,
39,10/18/16 02:45:06 PM,12.980,,,
40,10/18/16 02:50:06 PM,12.690,,,
41,10/18/16 02:55:06 PM,12.401,,,
42,10/18/16 03:00:06 PM,12.110,,,
43,10/18/16 03:05:06 PM,11.722,,,
44,10/18/16 03:10:06 PM,11.431,,,
45,10/18/16 03:15:06 PM,11.041,,,
46,10/18/16 03:20:06 PM,10.748,,,
47,10/18/16 03:25:06 PM,10.455,,,
48,10/18/16 03:30:06 PM,10.161,,,
49,10/18/16 03:35:06 PM,9.768,,,
50,10/18/16 03:40:06 PM,9.472,,,
51,10/18/16 03:45:06 PM,9.275,,,
52,10/18/16 03:50:06 PM,9.077,,,
53,10/18/16 03:55:06 PM,8.978,,,
54,10/18/16 04:00:06 PM,8.978,,,
55,10/18/16 04:05:06 PM,8.879,,,
56,10/18/16 04:10:06 PM,8.779,,,
57,10/18/16 04:15:06 PM,8.680,,,
58,10/18/16 04:20:06 PM,8.779,,,
59,10/18/16 04:25:06 PM,8.779,,,
60,10/18/16 04:30:06 PM,8.779,,,
61,10/18/16 04:35:06 PM,8.680,,,
62,10/18/16 04:40:06 PM,8.481,,,
63,10/18/16 04:45:06 PM,8.382,,,
64,10/18/16 04:50:06 PM,8.182,,,
65,10/18/16 04:55:06 PM,8.082,,,
66,10/18/16 05:00:06 PM,7.983,,,
67,10/18/16 05:05:06 PM,7.782,,,
68,10/18/16 05:10:06 PM,7.481,,,
69,10/18/16 05:15:06 PM,7.179,,,
70,10/18/16 05:20:06 PM,6.877,,,
71,10/18/16 05:25:06 PM,6.674,,,
72,10/18/16 05:30:06 PM,6.573,,,
73,10/18/16 05:35:06 PM,6.370,,,
74,10/18/16 05:40:06 PM,6.370,,,
75,10/18/16 05:45:06 PM,6.268,,,
76,10/18/16 05:50:06 PM,5.962,,,
77,10/18/16 05:55:06 PM,5.757,,,
78,10/18/16 06:00:06 PM,5.552,,,
79,10/18/16 06:05:06 PM,5.450,,,
80,10/18/16 06:10:06 PM,5.450,,,
81,10/18/16 06:15:06 PM,5.450,,,
82,10/18/16 06:20:06 PM,5.450,,,
83,10/18/16 06:25:06 PM,5.450,,,
84,10/18/16 06:30:06 PM,5.450,,,
85,10/18/16 06:35:06 PM,5.141,,,
86,10/18/16 06:40:06 PM,4.934,,,
87,10/18/16 06:45:06 PM,4.623,,,
88,10/18/16 06:50:06 PM,4.415,,,
89,10/18/16 06:55:06 PM,4.311,,,
90,10/18/16 07:00:06 PM,4.102,,,
91,10/18/16 07:05:06 PM,4.102,,,
92,10/18/16 07:10:06 PM,3.998,,,
93,10/18/16 07:15:06 PM,3.893,,,
94,10/18/16 07:20:06 PM,3.893,,,
95,10/18/16 07:25:06 PM,3.893,,,
96,10/18/16 07:30:06 PM,3.893,,,
97,10/18/16 07:35:06 PM,3.893,,,
98,10/18/16 07:40:06 PM,3.893,,,
99,10/18/16 07:45:06 PM,3.998,,,
100,10/18/16 07:50:06 PM,3.998,,,
101,10/18/16 07:55:06 PM,4.102,,,
102,10/18/16 08:00:06 PM,4.102,,,
103,10/18/16 08:05:06 PM,4.102,,,
104,10/18/16 08:10:06 PM,4.207,,,
105,10/18/16 08:15:06 PM,4.207,,,
106,10/18/16 08:20:06 PM,4.311,,,
107,10/18/16 08:25:06 PM,4.311,,,
108,10/18/16 08:30:06 PM,4.207,,,
109,10/18/16 08:35:06 PM,4.102,,,
110,10/18/16 08:40:06 PM,3.998,,,
111,10/18/16 08:45:06 PM,3.893,,,
112,10/18/16 08:50:06 PM,3.788,,,
113,10/18/16 08:55:06 PM,3.788,,,
114,10/18/16 09:00:06 PM,3.788,,,
115,10/18/16 09:05:06 PM,3.893,,,
116,10/18/16 09:10:06 PM,3.893,,,
117,10/18/16 09:15:06 PM,3.998,,,
118,10/18/16 09:20:06 PM,3.893,,,
119,10/18/16 09:21:14 PM,,2.00,,
120,10/18/16 09:25:06 PM,3.683,,,
121,10/18/16 09:30:06 PM,3.367,,,
122,10/18/16 09:31:50 PM,,3.00,,
123,10/18/16 09:35:06 PM,3.155,,,
124,10/18/16 09:38:11 PM,,4.00,,
125,10/18/16 09:40:06 PM,2.837,,,
126,10/18/16 09:45:06 PM,2.517,,,
127,10/18/16 09:46:35 PM,,5.00,,
128,10/18/16 09:50:06 PM,2.303,,,
129,10/18/16 09:55:06 PM,2.088,,,
130,10/18/16 10:00:06 PM,1.980,,,
131,10/18/16 10:01:54 PM,,6.00,,
132,10/18/16 10:05:06 PM,1.872,,,
133,10/18/16 10:10:06 PM,1.764,,,
134,10/18/16 10:12:07 PM,,7.00,,
135,10/18/16 10:15:06 PM,1.548,,,
136,10/18/16 10:20:06 PM,1.439,,,
137,10/18/16 10:25:06 PM,1.330,,,
138,10/18/16 10:30:06 PM,1.330,,,
139,10/18/16 10:32:51 PM,,8.00,,
140,10/18/16 10:35:06 PM,1.221,,,
141,10/18/16 10:40:06 PM,1.221,,,
142,10/18/16 10:45:06 PM,1.221,,,
143,10/18/16 10:50:06 PM,1.112,,,
144,10/18/16 10:55:06 PM,1.112,,,
145,10/18/16 11:00:06 PM,1.112,,,
146,10/18/16 11:05:06 PM,1.112,,,
147,10/18/16 11:10:06 PM,1.112,,,
148,10/18/16 11:15:06 PM,1.112,,,
149,10/18/16 11:20:06 PM,1.112,,,
150,10/18/16 11:25:06 PM,1.003,,,
151,10/18/16 11:30:06 PM,1.003,,,
152,10/18/16 11:35:06 PM,0.893,,,
153,10/18/16 11:40:06 PM,0.893,,,
154,10/18/16 11:45:06 PM,0.893,,,
155,10/18/16 11:50:06 PM,0.893,,,
156,10/18/16 11:55:06 PM,0.893,,,
157,10/19/16 12:00:06 AM,0.893,,,
158,10/19/16 12:00:33 AM,,9.00,,
159,10/19/16 12:05:06 AM,0.893,,,
160,10/19/16 12:10:06 AM,0.893,,,
161,10/19/16 12:15:06 AM,0.893,,,
162,10/19/16 12:20:06 AM,0.893,,,
163,10/19/16 12:25:06 AM,0.893,,,
164,10/19/16 12:30:06 AM,0.893,,,
165,10/19/16 12:35:06 AM,0.893,,,
166,10/19/16 12:40:06 AM,0.893,,,
167,10/19/16 12:45:06 AM,0.893,,,
168,10/19/16 12:50:06 AM,0.893,,,
169,10/19/16 12:55:06 AM,0.893,,,
170,10/19/16 01:00:06 AM,0.784,,,
171,10/19/16 01:05:06 AM,0.784,,,
172,10/19/16 01:10:06 AM,0.784,,,
173,10/19/16 01:15:06 AM,0.784,,,
174,10/19/16 01:20:06 AM,0.674,,,
175,10/19/16 01:25:06 AM,0.563,,,
176,10/19/16 01:30:06 AM,0.453,,,
177,10/19/16 01:35:06 AM,0.343,,,
178,10/19/16 01:40:06 AM,0.343,,,
179,10/19/16 01:45:06 AM,0.232,,,
180,10/19/16 01:50:06 AM,0.121,,,
181,10/19/16 01:55:06 AM,0.010,,,
182,10/19/16 02:00:06 AM,-0.102,,,
183,10/19/16 02:05:06 AM,-0.102,,,
184,10/19/16 02:10:06 AM,-0.102,,,
185,10/19/16 02:15:06 AM,-0.102,,,
186,10/19/16 02:20:06 AM,-0.102,,,
187,10/19/16 02:25:06 AM,-0.213,,,
188,10/19/16 02:30:06 AM,-0.437,,,
189,10/19/16 02:35:06 AM,-0.549,,,
190,10/19/16 02:40:06 AM,-0.662,,,
191,10/19/16 02:45:06 AM,-0.549,,,
192,10/19/16 02:50:06 AM,-0.549,,,
193,10/19/16 02:55:06 AM,-0.549,,,
194,10/19/16 03:00:06 AM,-0.549,,,
195,10/19/16 03:05:06 AM,-0.549,,,
196,10/19/16 03:10:06 AM,-0.549,,,
197,10/19/16 03:15:06 AM,-0.662,,,
198,10/19/16 03:20:06 AM,-0.662,,,
199,10/19/16 03:25:06 AM,-0.662,,,
200,10/19/16 03:30:06 AM,-0.774,,,
201,10/19/16 03:35:06 AM,-0.887,,,
202,10/19/16 03:40:06 AM,-1.001,,,
203,10/19/16 03:45:06 AM,-1.114,,,
204,10/19/16 03:50:06 AM,-1.228,,,
205,10/19/16 03:55:06 AM,-1.228,,,
206,10/19/16 04:00:06 AM,-1.228,,,
207,10/19/16 04:05:06 AM,-1.341,,,
208,10/19/16 04:10:06 AM,-1.341,,,
209,10/19/16 04:15:06 AM,-1.341,,,
210,10/19/16 04:20:06 AM,-1.341,,,
211,10/19/16 04:25:06 AM,-1.456,,,
212,10/19/16 04:30:06 AM,-1.570,,,
213,10/19/16 04:35:06 AM,-1.570,,,
214,10/19/16 04:40:06 AM,-1.456,,,
215,10/19/16 04:45:06 AM,-1.570,,,
216,10/19/16 04:50:06 AM,-1.570,,,
217,10/19/16 04:55:06 AM,-1.684,,,
218,10/19/16 05:00:06 AM,-1.684,,,
219,10/19/16 05:05:06 AM,-1.684,,,
220,10/19/16 05:10:06 AM,-1.799,,,
221,10/19/16 05:15:06 AM,-1.914,,,
222,10/19/16 05:20:06 AM,-2.030,,,
223,10/19/16 05:25:06 AM,-2.145,,,
224,10/19/16 05:30:06 AM,-2.261,,,
225,10/19/16 05:35:06 AM,-2.261,,,
226,10/19/16 05:40:06 AM,-2.261,,,
227,10/19/16 05:45:06 AM,-2.145,,,
228,10/19/16 05:50:06 AM,-2.030,,,
229,10/19/16 05:55:06 AM,-2.030,,,
230,10/19/16 06:00:06 AM,-1.914,,,
231,10/19/16 06:05:06 AM,-1.914,,,
232,10/19/16 06:10:06 AM,-1.799,,,
233,10/19/16 06:15:06 AM,-1.914,,,
234,10/19/16 06:20:06 AM,-1.799,,,
235,10/19/16 06:25:06 AM,-1.914,,,
236,10/19/16 06:30:06 AM,-1.914,,,
237,10/19/16 06:35:06 AM,-1.914,,,
238,10/19/16 06:40:06 AM,-2.030,,,
239,10/19/16 06:45:06 AM,-2.030,,,
240,10/19/16 06:50:06 AM,-2.030,,,
241,10/19/16 06:55:06 AM,-2.030,,,
242,10/19/16 07:00:06 AM,-2.145,,,
243,10/19/16 07:05:06 AM,-2.145,,,
244,10/19/16 07:10:06 AM,-2.145,,,
245,10/19/16 07:15:06 AM,-2.145,,,
246,10/19/16 07:20:06 AM,-2.145,,,
247,10/19/16 07:25:06 AM,-2.030,,,
248,10/19/16 07:30:06 AM,-2.030,,,
249,10/19/16 07:35:06 AM,-2.030,,,
250,10/19/16 07:40:06 AM,-1.914,,,
251,10/19/16 07:45:06 AM,-1.914,,,
252,10/19/16 07:50:06 AM,-1.914,,,
253,10/19/16 07:55:06 AM,-1.799,,,
254,10/19/16 08:00:06 AM,-1.684,,,
255,10/19/16 08:05:06 AM,-1.570,,,
256,10/19/16 08:10:06 AM,-1.341,,,
257,10/19/16 08:15:06 AM,-1.228,,,
258,10/19/16 08:20:06 AM,-1.001,,,
259,10/19/16 08:25:06 AM,-0.662,,,
260,10/19/16 08:30:06 AM,0.010,,,
261,10/19/16 08:35:06 AM,0.784,,,
262,10/19/16 08:40:06 AM,1.656,,,
263,10/19/16 08:45:06 AM,2.624,,,
264,10/19/16 08:50:06 AM,3.261,,,
265,10/19/16 08:55:06 AM,3.893,,,
266,10/19/16 09:00:06 AM,4.311,,,
267,10/19/16 09:05:06 AM,4.727,,,
268,10/19/16 09:10:06 AM,5.244,,,
269,10/19/16 09:15:06 AM,5.860,,,
270,10/19/16 09:20:06 AM,6.674,,,
271,10/19/16 09:25:06 AM,7.481,,,
272,10/19/16 09:30:06 AM,8.282,,,
273,10/19/16 09:35:06 AM,8.879,,,
274,10/19/16 09:40:06 AM,9.275,,,
275,10/19/16 09:45:06 AM,9.669,,,
276,10/19/16 09:50:06 AM,10.063,,,
277,10/19/16 09:55:06 AM,10.357,,,
278,10/19/16 10:00:06 AM,10.455,,,
279,10/19/16 10:05:06 AM,10.748,,,
280,10/19/16 10:10:06 AM,11.139,,,
281,10/19/16 10:15:06 AM,11.431,,,
282,10/19/16 10:20:06 AM,11.528,,,
283,10/19/16 10:25:06 AM,11.431,,,
284,10/19/16 10:30:06 AM,11.528,,,
285,10/19/16 10:35:06 AM,11.625,,,
286,10/19/16 10:40:06 AM,11.819,,,
287,10/19/16 10:45:06 AM,11.916,,,
288,10/19/16 10:50:06 AM,12.110,,,
289,10/19/16 10:55:06 AM,12.207,,,
290,10/19/16 11:00:06 AM,12.304,,,
291,10/19/16 11:05:06 AM,12.401,,,
292,10/19/16 11:10:06 AM,12.594,,,
293,10/19/16 11:15:06 AM,12.787,,,
294,10/19/16 11:20:06 AM,12.787,,,
295,10/19/16 11:25:06 AM,12.690,,,
296,10/19/16 11:30:06 AM,12.690,,,
297,10/19/16 11:35:06 AM,12.690,,,
298,10/19/16 11:40:06 AM,12.787,,,
299,10/19/16 11:45:06 AM,12.787,,,
300,10/19/16 11:50:06 AM,12.594,,,
301,10/19/16 11:55:06 AM,12.207,,,
302,10/19/16 12:00:06 PM,11.625,,,
303,10/19/16 12:05:06 PM,10.944,,,
304,10/19/16 12:10:06 PM,10.063,,,
305,10/19/16 12:15:06 PM,9.373,,,
306,10/19/16 12:20:06 PM,8.779,,,
307,10/19/16 12:25:06 PM,8.282,,,
308,10/19/16 12:30:06 PM,7.983,,,
309,10/19/16 12:35:06 PM,7.782,,,
310,10/19/16 12:40:06 PM,7.682,,,
311,10/19/16 12:45:06 PM,7.682,,,
312,10/19/16 12:50:06 PM,7.782,,,
313,10/19/16 12:55:06 PM,8.082,,,
314,10/19/16 01:00:06 PM,8.282,,,
315,10/19/16 01:05:06 PM,8.282,,,
316,10/19/16 01:10:06 PM,8.182,,,
317,10/19/16 01:15:06 PM,7.983,,,
318,10/19/16 01:20:06 PM,7.882,,,
319,10/19/16 01:25:06 PM,7.682,,,
320,10/19/16 01:30:06 PM,7.582,,,
321,10/19/16 01:35:06 PM,7.882,,,
322,10/19/16 01:40:06 PM,8.382,,,
323,10/19/16 01:45:06 PM,8.879,,,
324,10/19/16 01:50:06 PM,9.275,,,
325,10/19/16 01:55:06 PM,9.373,,,
326,10/19/16 02:00:06 PM,9.275,,,
327,10/19/16 02:05:06 PM,8.978,,,
328,10/19/16 02:10:06 PM,9.077,,,
329,10/19/16 02:15:06 PM,9.472,,,
330,10/19/16 02:20:06 PM,9.472,,,
331,10/19/16 02:25:06 PM,9.077,,,
332,10/19/16 02:30:06 PM,8.680,,,
333,10/19/16 02:35:06 PM,8.182,,,
334,10/19/16 02:40:06 PM,7.682,,,
335,10/19/16 02:45:06 PM,7.381,,,
336,10/19/16 02:50:06 PM,7.079,,,
337,10/19/16 02:55:06 PM,7.280,,,
338,10/19/16 03:00:06 PM,7.481,,,
339,10/19/16 03:05:06 PM,7.179,,,
340,10/19/16 03:10:06 PM,6.674,,,
341,10/19/16 03:15:06 PM,6.370,,,
342,10/19/16 03:20:06 PM,6.064,,,
343,10/19/16 03:25:06 PM,5.757,,,
344,10/19/16 03:30:06 PM,5.552,,,
345,10/19/16 03:35:06 PM,5.450,,,
346,10/19/16 03:40:06 PM,5.347,,,
347,10/19/16 03:45:06 PM,5.244,,,
348,10/19/16 03:50:06 PM,5.244,,,
349,10/19/16 03:55:06 PM,5.037,,,
350,10/19/16 04:00:06 PM,4.727,,,
351,10/19/16 04:05:06 PM,4.623,,,
352,10/19/16 04:10:06 PM,4.519,,,
353,10/19/16 04:15:06 PM,4.415,,,
354,10/19/16 04:20:06 PM,4.207,,,
355,10/19/16 04:25:06 PM,3.788,,,
356,10/19/16 04:30:06 PM,3.472,,,
357,10/19/16 04:35:06 PM,3.049,,,
358,10/19/16 04:40:06 PM,2.837,,,
359,10/19/16 04:45:06 PM,2.624,,,
360,10/19/16 04:50:06 PM,2.517,,,
361,10/19/16 04:55:06 PM,2.517,,,
362,10/19/16 05:00:06 PM,2.517,,,
363,10/19/16 05:05:06 PM,2.410,,,
364,10/19/16 05:10:06 PM,2.303,,,
365,10/19/16 05:15:06 PM,2.088,,,
366,10/19/16 05:20:06 PM,1.980,,,
367,10/19/16 05:25:06 PM,1.872,,,
368,10/19/16 05:30:06 PM,1.872,,,
369,10/19/16 05:35:06 PM,2.088,,,
370,10/19/16 05:40:06 PM,2.195,,,
371,10/19/16 05:45:06 PM,2.303,,,
372,10/19/16 05:50:06 PM,2.410,,,
373,10/19/16 05:55:06 PM,2.303,,,
374,10/19/16 06:00:06 PM,2.088,,,
375,10/19/16 06:05:06 PM,1.872,,,
376,10/19/16 06:10:06 PM,1.656,,,
377,10/19/16 06:15:06 PM,1.439,,,
378,10/19/16 06:20:06 PM,1.330,,,
379,10/19/16 06:25:06 PM,1.330,,,
380,10/19/16 06:30:06 PM,1.221,,,
381,10/19/16 06:35:06 PM,1.112,,,
382,10/19/16 06:40:06 PM,0.893,,,
383,10/19/16 06:45:06 PM,0.784,,,
384,10/19/16 06:50:06 PM,0.674,,,
385,10/19/16 06:55:06 PM,0.563,,,
386,10/19/16 07:00:06 PM,0.563,,,
387,10/19/16 07:05:06 PM,0.453,,,
388,10/19/16 07:10:06 PM,0.453,,,
389,10/19/16 07:15:06 PM,0.343,,,
390,10/19/16 07:20:06 PM,0.232,,,
391,10/19/16 07:25:06 PM,0.121,,,
392,10/19/16 07:30:06 PM,0.121,,,
393,10/19/16 07:35:06 PM,0.010,,,
394,10/19/16 07:40:06 PM,-0.102,,,
395,10/19/16 07:45:06 PM,-0.102,,,
396,10/19/16 07:50:06 PM,-0.213,,,
397,10/19/16 07:55:06 PM,-0.325,,,
398,10/19/16 08:00:06 PM,-0.325,,,
399,10/19/16 08:05:06 PM,-0.325,,,
400,10/19/16 08:10:06 PM,-0.437,,,
401,10/19/16 08:15:06 PM,-0.437,,,
402,10/19/16 08:20:06 PM,-0.549,,,
403,10/19/16 08:25:06 PM,-0.549,,,
404,10/19/16 08:30:06 PM,-0.662,,,
405,10/19/16 08:35:06 PM,-0.662,,,
406,10/19/16 08:40:06 PM,-0.774,,,
407,10/19/16 08:45:06 PM,-0.774,,,
408,10/19/16 08:50:06 PM,-0.662,,,
409,10/19/16 08:55:06 PM,-0.662,,,
410,10/19/16 09:00:06 PM,-0.549,,,
411,10/19/16 09:05:06 PM,-0.437,,,
412,10/19/16 09:10:06 PM,-0.213,,,
413,10/19/16 09:15:06 PM,-0.213,,,
414,10/19/16 09:20:06 PM,-0.213,,,
415,10/19/16 09:25:06 PM,-0.437,,,
416,10/19/16 09:30:06 PM,-0.549,,,
417,10/19/16 09:35:06 PM,-0.662,,,
418,10/19/16 09:40:06 PM,-0.887,,,
419,10/19/16 09:45:06 PM,-1.114,,,
420,10/19/16 09:50:06 PM,-1.341,,,
421,10/19/16 09:55:06 PM,-1.456,,,
422,10/19/16 10:00:06 PM,-1.684,,,
423,10/19/16 10:05:06 PM,-1.799,,,
424,10/19/16 10:10:06 PM,-1.799,,,
425,10/19/16 10:15:06 PM,-1.914,,,
426,10/19/16 10:20:06 PM,-1.799,,,
427,10/19/16 10:25:06 PM,-1.799,,,
428,10/19/16 10:30:06 PM,-1.799,,,
429,10/19/16 10:35:06 PM,-1.684,,,
430,10/19/16 10:40:06 PM,-1.684,,,
431,10/19/16 10:45:06 PM,-1.799,,,
432,10/19/16 10:50:06 PM,-1.914,,,
433,10/19/16 10:55:06 PM,-2.030,,,
434,10/19/16 11:00:06 PM,-2.145,,,
435,10/19/16 11:05:06 PM,-2.145,,,
436,10/19/16 11:10:06 PM,-2.261,,,
437,10/19/16 11:15:06 PM,-2.261,,,
438,10/19/16 11:20:06 PM,-2.377,,,
439,10/19/16 11:25:06 PM,-2.494,,,
440,10/19/16 11:30:06 PM,-2.494,,,
441,10/19/16 11:35:06 PM,-2.494,,,
442,10/19/16 11:40:06 PM,-2.494,,,
443,10/19/16 11:45:06 PM,-2.494,,,
444,10/19/16 11:50:06 PM,-2.377,,,
445,10/19/16 11:55:06 PM,-2.261,,,
446,10/20/16 12:00:06 AM,-2.261,,,
447,10/20/16 12:05:06 AM,-2.377,,,
448,10/20/16 12:10:06 AM,-2.377,,,
449,10/20/16 12:15:06 AM,-2.377,,,
450,10/20/16 12:20:06 AM,-2.377,,,
451,10/20/16 12:25:06 AM,-2.494,,,
452,10/20/16 12:30:06 AM,-2.610,,,
453,10/20/16 12:35:06 AM,-2.727,,,
454,10/20/16 12:40:06 AM,-2.727,,,
455,10/20/16 12:45:06 AM,-2.844,,,
456,10/20/16 12:50:06 AM,-2.962,,,
457,10/20/16 12:55:06 AM,-2.962,,,
458,10/20/16 01:00:06 AM,-3.079,,,
459,10/20/16 01:05:06 AM,-3.197,,,
460,10/20/16 01:10:06 AM,-3.316,,,
461,10/20/16 01:15:06 AM,-3.316,,,
462,10/20/16 01:20:06 AM,-3.316,,,
463,10/20/16 01:25:06 AM,-3.434,,,
464,10/20/16 01:30:06 AM,-3.434,,,
465,10/20/16 01:35:06 AM,-3.434,,,
466,10/20/16 01:40:06 AM,-3.553,,,
467,10/20/16 01:45:06 AM,-3.672,,,
468,10/20/16 01:50:06 AM,-3.792,,,
469,10/20/16 01:55:06 AM,-3.911,,,
470,10/20/16 02:00:06 AM,-3.911,,,
471,10/20/16 02:05:06 AM,-4.031,,,
472,10/20/16 02:10:06 AM,-4.031,,,
473,10/20/16 02:15:06 AM,-4.152,,,
474,10/20/16 02:20:06 AM,-4.152,,,
475,10/20/16 02:25:06 AM,-4.272,,,
476,10/20/16 02:30:06 AM,-4.272,,,
477,10/20/16 02:35:06 AM,-4.272,,,
478,10/20/16 02:40:06 AM,-4.272,,,
479,10/20/16 02:45:06 AM,-4.272,,,
480,10/20/16 02:50:06 AM,-4.272,,,
481,10/20/16 02:55:06 AM,-4.393,,,
482,10/20/16 03:00:06 AM,-4.514,,,
483,10/20/16 03:05:06 AM,-4.514,,,
484,10/20/16 03:10:06 AM,-4.636,,,
485,10/20/16 03:15:06 AM,-4.636,,,
486,10/20/16 03:20:06 AM,-4.636,,,
487,10/20/16 03:25:06 AM,-4.636,,,
488,10/20/16 03:30:06 AM,-4.758,,,
489,10/20/16 03:35:06 AM,-4.758,,,
490,10/20/16 03:40:06 AM,-4.758,,,
491,10/20/16 03:45:06 AM,-4.758,,,
492,10/20/16 03:50:06 AM,-4.880,,,
493,10/20/16 03:55:06 AM,-4.880,,,
494,10/20/16 04:00:06 AM,-4.880,,,
495,10/20/16 04:05:06 AM,-4.880,,,
496,10/20/16 04:10:06 AM,-5.003,,,
497,10/20/16 04:15:06 AM,-5.003,,,
498,10/20/16 04:20:06 AM,-5.003,,,
499,10/20/16 04:25:06 AM,-5.003,,,
500,10/20/16 04:30:06 AM,-5.125,,,
501,10/20/16 04:35:06 AM,-5.249,,,
502,10/20/16 04:40:06 AM,-5.249,,,
503,10/20/16 04:45:06 AM,-5.372,,,
504,10/20/16 04:50:06 AM,-5.372,,,
505,10/20/16 04:55:06 AM,-5.372,,,
506,10/20/16 05:00:06 AM,-5.372,,,
507,10/20/16 05:05:06 AM,-5.372,,,
508,10/20/16 05:10:06 AM,-5.249,,,
509,10/20/16 05:15:06 AM,-5.249,,,
510,10/20/16 05:20:06 AM,-5.249,,,
511,10/20/16 05:25:06 AM,-5.249,,,
512,10/20/16 05:30:06 AM,-5.249,,,
513,10/20/16 05:35:06 AM,-5.372,,,
514,10/20/16 05:40:06 AM,-5.372,,,
515,10/20/16 05:45:06 AM,-5.372,,,
516,10/20/16 05:50:06 AM,-5.372,,,
517,10/20/16 05:55:06 AM,-5.372,,,
518,10/20/16 06:00:06 AM,-5.372,,,
519,10/20/16 06:05:06 AM,-5.372,,,
520,10/20/16 06:10:06 AM,-5.372,,,
521,10/20/16 06:15:06 AM,-5.496,,,
522,10/20/16 06:20:06 AM,-5.496,,,
523,10/20/16 06:25:06 AM,-5.620,,,
524,10/20/16 06:30:06 AM,-5.745,,,
525,10/20/16 06:35:06 AM,-5.870,,,
526,10/20/16 06:40:06 AM,-5.995,,,
527,10/20/16 06:45:06 AM,-5.995,,,
528,10/20/16 06:50:06 AM,-6.120,,,
529,10/20/16 06:55:06 AM,-6.120,,,
530,10/20/16 07:00:06 AM,-6.246,,,
531,10/20/16 07:05:06 AM,-6.246,,,
532,10/20/16 07:10:06 AM,-6.246,,,
533,10/20/16 07:15:06 AM,-6.246,,,
534,10/20/16 07:20:06 AM,-6.373,,,
535,10/20/16 07:25:06 AM,-6.373,,,
536,10/20/16 07:30:06 AM,-6.373,,,
537,10/20/16 07:35:06 AM,-6.373,,,
538,10/20/16 07:40:06 AM,-6.373,,,
539,10/20/16 07:45:06 AM,-6.373,,,
540,10/20/16 07:50:06 AM,-6.373,,,
541,10/20/16 07:55:06 AM,-6.373,,,
542,10/20/16 08:00:06 AM,-6.246,,,
543,10/20/16 08:05:06 AM,-6.246,,,
544,10/20/16 08:10:06 AM,-5.995,,,
545,10/20/16 08:15:06 AM,-5.745,,,
546,10/20/16 08:20:06 AM,-5.372,,,
547,10/20/16 08:25:06 AM,-4.758,,,
548,10/20/16 08:30:06 AM,-3.911,,,
549,10/20/16 08:35:06 AM,-2.727,,,
550,10/20/16 08:40:06 AM,-1.341,,,
551,10/20/16 08:45:06 AM,-0.102,,,
552,10/20/16 08:50:06 AM,0.674,,,
553,10/20/16 08:55:06 AM,1.112,,,
554,10/20/16 09:00:06 AM,1.656,,,
555,10/20/16 09:05:06 AM,2.195,,,
556,10/20/16 09:10:06 AM,3.155,,,
557,10/20/16 09:15:06 AM,4.207,,,
558,10/20/16 09:20:06 AM,5.244,,,
559,10/20/16 09:25:06 AM,6.268,,,
560,10/20/16 09:30:06 AM,7.079,,,
561,10/20/16 09:35:06 AM,7.882,,,
562,10/20/16 09:40:06 AM,8.481,,,
563,10/20/16 09:45:06 AM,8.879,,,
564,10/20/16 09:50:06 AM,9.373,,,
565,10/20/16 09:55:06 AM,9.866,,,
566,10/20/16 10:00:06 AM,10.259,,,
567,10/20/16 10:05:06 AM,10.748,,,
