Report Date:,2/19/2019 3:33:28 PM
Report User Name:,fieldtech
Report Computer Name:,NREL-F1KAMPF
Application:,WinSitu.exe
Application Version:,5.6.24.4


Log File Properties
File Name,baro_hourly_103118_2019-02-14_14-20-45-851.wsl
Create Date,2/14/2019 2:20:40 PM

Device Properties
Device,Rugged BaroTROLL
Site,Dry_Creek
Device Name,Lazy_D_Baro
Serial Number,351563
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,34
Used Battery,41

Log Configuration
,Log Name,baro_hourly_103118
,Created By,fieldtech
,Computer Name,NREL-F1KAMPF
,Application,WinSitu.exe
,Application Version,5.6.24.4
,Create Date,10/31/2018 2:20:38 PM Mountain Standard Time (Ignore DST)
,Log Setup Time Zone,Unknown
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,10/31/2018 3:00:00 PM Mountain Standard Time (Ignore DST)
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 01 mins: 00 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
10/31/2018 2:20:43 PM ,Used Battery: 41% Used Memory: 6%   User Name: fieldtech
2/14/2019 2:22:16 PM  ,Log Download - Used Battery: 43% Used Memory: 6%   User Name: fieldtech


Log Data:
Record Count,2544

Sensors,1

 ,1,351563,Baro-Pressure/Temp

Time Zone: Mountain Standard Time (Ignore DST)

,,Sensor: Baro Pres             ,Sensor: Baro Pres             ,
,Elapsed Time,SN#: 351563                   ,SN#: 351563                   ,
Date and Time,Seconds     ,Pressure (PSI)                ,Temperature (C)               ,
10/31/2018 3:00:00 PM ,       0.000,                        11.110,                         2.684,
10/31/2018 4:00:00 PM ,    3600.000,                        11.115,                         0.456,
10/31/2018 5:00:00 PM ,    7200.000,                        11.118,                        -0.860,
10/31/2018 6:00:00 PM ,   10800.000,                        11.120,                        -1.908,
10/31/2018 7:00:00 PM ,   14400.000,                        11.115,                        -0.091,
10/31/2018 8:00:00 PM ,   18000.000,                        11.101,                         0.347,
10/31/2018 9:00:00 PM ,   21600.000,                        11.103,                         0.566,
10/31/2018 10:00:00 PM,   25200.000,                        11.102,                         0.128,
10/31/2018 11:00:00 PM,   28800.000,                        11.096,                        -0.530,
11/1/2018 12:00:00 AM ,   32400.000,                        11.105,                        -0.530,
11/1/2018 1:00:00 AM  ,   36000.000,                        11.103,                        -0.585,
11/1/2018 2:00:00 AM  ,   39600.000,                        11.107,                        -1.356,
11/1/2018 3:00:00 AM  ,   43200.000,                        11.105,                        -1.300,
11/1/2018 4:00:00 AM  ,   46800.000,                        11.101,                        -1.080,
11/1/2018 5:00:00 AM  ,   50400.000,                        11.118,                        -0.585,
11/1/2018 6:00:00 AM  ,   54000.000,                        11.119,                        -0.860,
11/1/2018 7:00:00 AM  ,   57600.000,                        11.127,                        -0.695,
11/1/2018 8:00:00 AM  ,   61200.000,                        11.129,                         1.709,
11/1/2018 9:00:00 AM  ,   64800.000,                        11.132,                         9.163,
11/1/2018 10:00:00 AM ,   68400.000,                        11.131,                         5.046,
11/1/2018 11:00:00 AM ,   72000.000,                        11.134,                         6.798,
11/1/2018 12:00:00 PM ,   75600.000,                        11.128,                         6.163,
11/1/2018 1:00:00 PM  ,   79200.000,                        11.126,                         6.163,
11/1/2018 2:00:00 PM  ,   82800.000,                        11.127,                         5.419,
11/1/2018 3:00:00 PM  ,   86400.000,                        11.126,                         5.472,
11/1/2018 4:00:00 PM  ,   90000.000,                        11.126,                         4.725,
11/1/2018 5:00:00 PM  ,   93600.000,                        11.129,                         3.600,
11/1/2018 6:00:00 PM  ,   97200.000,                        11.136,                         2.359,
11/1/2018 7:00:00 PM  ,  100800.000,                        11.139,                         2.576,
11/1/2018 8:00:00 PM  ,  104400.000,                        11.140,                         2.630,
11/1/2018 9:00:00 PM  ,  108000.000,                        11.139,                         3.061,
11/1/2018 10:00:00 PM ,  111600.000,                        11.145,                         3.546,
11/1/2018 11:00:00 PM ,  115200.000,                        11.148,                         3.653,
11/2/2018 12:00:00 AM ,  118800.000,                        11.152,                         3.277,
11/2/2018 1:00:00 AM  ,  122400.000,                        11.148,                         3.815,
11/2/2018 2:00:00 AM  ,  126000.000,                        11.145,                         3.761,
11/2/2018 3:00:00 AM  ,  129600.000,                        11.136,                         3.868,
11/2/2018 4:00:00 AM  ,  133200.000,                        11.123,                         3.600,
11/2/2018 5:00:00 AM  ,  136800.000,                        11.120,                         4.083,
11/2/2018 6:00:00 AM  ,  140400.000,                        11.120,                         4.832,
11/2/2018 7:00:00 AM  ,  144000.000,                        11.123,                         4.992,
11/2/2018 8:00:00 AM  ,  147600.000,                        11.127,                         6.798,
11/2/2018 9:00:00 AM  ,  151200.000,                        11.120,                         6.269,
11/2/2018 10:00:00 AM ,  154800.000,                        11.105,                        10.827,
11/2/2018 11:00:00 AM ,  158400.000,                        11.101,                        11.602,
11/2/2018 12:00:00 PM ,  162000.000,                        11.091,                        11.654,
11/2/2018 1:00:00 PM  ,  165600.000,                        11.083,                         9.424,
11/2/2018 2:00:00 PM  ,  169200.000,                        11.066,                         9.840,
11/2/2018 3:00:00 PM  ,  172800.000,                        11.073,                         9.163,
11/2/2018 4:00:00 PM  ,  176400.000,                        11.059,                         8.325,
11/2/2018 5:00:00 PM  ,  180000.000,                        11.050,                         7.642,
11/2/2018 6:00:00 PM  ,  183600.000,                        11.034,                         7.220,
11/2/2018 7:00:00 PM  ,  187200.000,                        11.052,                         4.832,
11/2/2018 8:00:00 PM  ,  190800.000,                        11.053,                         5.099,
11/2/2018 9:00:00 PM  ,  194400.000,                        11.063,                         2.197,
11/2/2018 10:00:00 PM ,  198000.000,                        11.068,                         1.492,
11/2/2018 11:00:00 PM ,  201600.000,                        11.060,                         1.601,
11/3/2018 12:00:00 AM ,  205200.000,                        11.054,                         2.251,
11/3/2018 1:00:00 AM  ,  208800.000,                        11.048,                         2.143,
11/3/2018 2:00:00 AM  ,  212400.000,                        11.071,                         0.729,
11/3/2018 3:00:00 AM  ,  216000.000,                        11.079,                         0.511,
11/3/2018 4:00:00 AM  ,  219600.000,                        11.091,                         0.019,
11/3/2018 5:00:00 AM  ,  223200.000,                        11.098,                        -0.036,
11/3/2018 6:00:00 AM  ,  226800.000,                        11.103,                        -0.201,
11/3/2018 7:00:00 AM  ,  230400.000,                        11.125,                        -0.201,
11/3/2018 8:00:00 AM  ,  234000.000,                        11.131,                         0.128,
11/3/2018 9:00:00 AM  ,  237600.000,                        11.138,                         2.305,
11/3/2018 10:00:00 AM ,  241200.000,                        11.144,                         1.655,
11/3/2018 11:00:00 AM ,  244800.000,                        11.142,                         6.586,
11/3/2018 12:00:00 PM ,  248400.000,                        11.152,                         2.468,
11/3/2018 1:00:00 PM  ,  252000.000,                        11.150,                         2.089,
11/3/2018 2:00:00 PM  ,  255600.000,                        11.153,                         0.893,
11/3/2018 3:00:00 PM  ,  259200.000,                        11.157,                         1.111,
11/3/2018 4:00:00 PM  ,  262800.000,                        11.156,                         0.675,
11/3/2018 5:00:00 PM  ,  266400.000,                        11.163,                        -0.860,
11/3/2018 6:00:00 PM  ,  270000.000,                        11.171,                        -0.915,
11/3/2018 7:00:00 PM  ,  273600.000,                        11.176,                        -1.687,
11/3/2018 8:00:00 PM  ,  277200.000,                        11.174,                        -1.742,
11/3/2018 9:00:00 PM  ,  280800.000,                        11.176,                        -2.130,
11/3/2018 10:00:00 PM ,  284400.000,                        11.178,                        -2.351,
11/3/2018 11:00:00 PM ,  288000.000,                        11.164,                        -2.351,
11/4/2018 12:00:00 AM ,  291600.000,                        11.163,                        -1.576,
11/4/2018 1:00:00 AM  ,  295200.000,                        11.158,                        -2.185,
11/4/2018 2:00:00 AM  ,  298800.000,                        11.151,                        -1.356,
11/4/2018 3:00:00 AM  ,  302400.000,                        11.143,                        -1.853,
11/4/2018 4:00:00 AM  ,  306000.000,                        11.131,                        -1.300,
11/4/2018 5:00:00 AM  ,  309600.000,                        11.118,                        -1.466,
11/4/2018 6:00:00 AM  ,  313200.000,                        11.102,                        -0.585,
11/4/2018 7:00:00 AM  ,  316800.000,                        11.094,                         0.347,
11/4/2018 8:00:00 AM  ,  320400.000,                        11.091,                         1.057,
11/4/2018 9:00:00 AM  ,  324000.000,                        11.087,                         2.197,
11/4/2018 10:00:00 AM ,  327600.000,                        11.067,                         2.359,
11/4/2018 11:00:00 AM ,  331200.000,                        11.060,                         7.326,
11/4/2018 12:00:00 PM ,  334800.000,                        11.038,                         4.404,
11/4/2018 1:00:00 PM  ,  338400.000,                        11.019,                         3.868,
11/4/2018 2:00:00 PM  ,  342000.000,                        11.005,                         1.492,
11/4/2018 3:00:00 PM  ,  345600.000,                        10.994,                         1.546,
11/4/2018 4:00:00 PM  ,  349200.000,                        10.984,                         1.492,
11/4/2018 5:00:00 PM  ,  352800.000,                        10.990,                         2.251,
11/4/2018 6:00:00 PM  ,  356400.000,                        11.006,                         1.709,
11/4/2018 7:00:00 PM  ,  360000.000,                        11.001,                         2.630,
11/4/2018 8:00:00 PM  ,  363600.000,                        11.015,                         2.197,
11/4/2018 9:00:00 PM  ,  367200.000,                        11.011,                         1.383,
11/4/2018 10:00:00 PM ,  370800.000,                        11.012,                         1.437,
11/4/2018 11:00:00 PM ,  374400.000,                        11.011,                         1.111,
11/5/2018 12:00:00 AM ,  378000.000,                        11.019,                         0.784,
11/5/2018 1:00:00 AM  ,  381600.000,                        11.027,                         0.347,
11/5/2018 2:00:00 AM  ,  385200.000,                        11.030,                        -0.091,
11/5/2018 3:00:00 AM  ,  388800.000,                        11.033,                         0.073,
11/5/2018 4:00:00 AM  ,  392400.000,                        11.040,                        -0.201,
11/5/2018 5:00:00 AM  ,  396000.000,                        11.047,                        -0.365,
11/5/2018 6:00:00 AM  ,  399600.000,                        11.049,                        -1.025,
11/5/2018 7:00:00 AM  ,  403200.000,                        11.051,                        -1.080,
11/5/2018 8:00:00 AM  ,  406800.000,                        11.061,                         0.019,
11/5/2018 9:00:00 AM  ,  410400.000,                        11.058,                         3.653,
11/5/2018 10:00:00 AM ,  414000.000,                        11.059,                         4.939,
11/5/2018 11:00:00 AM ,  417600.000,                        11.056,                        10.100,
11/5/2018 12:00:00 PM ,  421200.000,                        11.059,                         3.653,
11/5/2018 1:00:00 PM  ,  424800.000,                        11.062,                         2.522,
11/5/2018 2:00:00 PM  ,  428400.000,                        11.058,                         1.274,
11/5/2018 3:00:00 PM  ,  432000.000,                        11.063,                        -0.036,
11/5/2018 4:00:00 PM  ,  435600.000,                        11.069,                         0.675,
11/5/2018 5:00:00 PM  ,  439200.000,                        11.068,                         0.073,
11/5/2018 6:00:00 PM  ,  442800.000,                        11.073,                        -0.036,
11/5/2018 7:00:00 PM  ,  446400.000,                        11.074,                        -0.970,
11/5/2018 8:00:00 PM  ,  450000.000,                        11.081,                        -1.356,
11/5/2018 9:00:00 PM  ,  453600.000,                        11.081,                        -3.130,
11/5/2018 10:00:00 PM ,  457200.000,                        11.084,                        -2.963,
11/5/2018 11:00:00 PM ,  460800.000,                        11.091,                        -1.853,
11/6/2018 12:00:00 AM ,  464400.000,                        11.097,                        -2.407,
11/6/2018 1:00:00 AM  ,  468000.000,                        11.096,                        -2.573,
11/6/2018 2:00:00 AM  ,  471600.000,                        11.098,                        -2.518,
11/6/2018 3:00:00 AM  ,  475200.000,                        11.101,                        -2.907,
11/6/2018 4:00:00 AM  ,  478800.000,                        11.105,                        -3.241,
11/6/2018 5:00:00 AM  ,  482400.000,                        11.105,                        -3.408,
11/6/2018 6:00:00 AM  ,  486000.000,                        11.105,                        -3.967,
11/6/2018 7:00:00 AM  ,  489600.000,                        11.109,                        -3.576,
11/6/2018 8:00:00 AM  ,  493200.000,                        11.119,                        -2.963,
11/6/2018 9:00:00 AM  ,  496800.000,                        11.122,                         0.566,
11/6/2018 10:00:00 AM ,  500400.000,                        11.121,                         4.404,
11/6/2018 11:00:00 AM ,  504000.000,                        11.118,                        10.048,
11/6/2018 12:00:00 PM ,  507600.000,                        11.118,                         2.414,
11/6/2018 1:00:00 PM  ,  511200.000,                        11.124,                         1.383,
11/6/2018 2:00:00 PM  ,  514800.000,                        11.130,                        -0.146,
11/6/2018 3:00:00 PM  ,  518400.000,                        11.133,                         1.002,
11/6/2018 4:00:00 PM  ,  522000.000,                        11.138,                        -1.135,
11/6/2018 5:00:00 PM  ,  525600.000,                        11.141,                        -2.130,
11/6/2018 6:00:00 PM  ,  529200.000,                        11.156,                        -3.408,
11/6/2018 7:00:00 PM  ,  532800.000,                        11.158,                        -3.687,
11/6/2018 8:00:00 PM  ,  536400.000,                        11.164,                        -3.632,
11/6/2018 9:00:00 PM  ,  540000.000,                        11.166,                        -4.864,
11/6/2018 10:00:00 PM ,  543600.000,                        11.174,                        -5.427,
11/6/2018 11:00:00 PM ,  547200.000,                        11.175,                        -4.864,
11/7/2018 12:00:00 AM ,  550800.000,                        11.172,                        -4.640,
11/7/2018 1:00:00 AM  ,  554400.000,                        11.173,                        -4.247,
11/7/2018 2:00:00 AM  ,  558000.000,                        11.170,                        -5.484,
11/7/2018 3:00:00 AM  ,  561600.000,                        11.170,                        -6.388,
11/7/2018 4:00:00 AM  ,  565200.000,                        11.175,                        -7.070,
11/7/2018 5:00:00 AM  ,  568800.000,                        11.175,                        -8.039,
11/7/2018 6:00:00 AM  ,  572400.000,                        11.176,                        -8.555,
11/7/2018 7:00:00 AM  ,  576000.000,                        11.183,                        -8.497,
11/7/2018 8:00:00 AM  ,  579600.000,                        11.178,                        -4.471,
11/7/2018 9:00:00 AM  ,  583200.000,                        11.167,                         3.492,
11/7/2018 10:00:00 AM ,  586800.000,                        11.157,                         5.046,
11/7/2018 11:00:00 AM ,  590400.000,                        11.153,                        11.912,
11/7/2018 12:00:00 PM ,  594000.000,                        11.147,                         1.980,
11/7/2018 1:00:00 PM  ,  597600.000,                        11.137,                         2.792,
11/7/2018 2:00:00 PM  ,  601200.000,                        11.135,                         2.305,
11/7/2018 3:00:00 PM  ,  604800.000,                        11.138,                         0.784,
11/7/2018 4:00:00 PM  ,  608400.000,                        11.139,                         0.402,
11/7/2018 5:00:00 PM  ,  612000.000,                        11.142,                        -0.750,
11/7/2018 6:00:00 PM  ,  615600.000,                        11.153,                        -1.687,
11/7/2018 7:00:00 PM  ,  619200.000,                        11.160,                        -3.185,
11/7/2018 8:00:00 PM  ,  622800.000,                        11.166,                        -4.921,
11/7/2018 9:00:00 PM  ,  626400.000,                        11.170,                        -6.558,
11/7/2018 10:00:00 PM ,  630000.000,                        11.167,                        -7.297,
11/7/2018 11:00:00 PM ,  633600.000,                        11.166,                        -7.184,
11/8/2018 12:00:00 AM ,  637200.000,                        11.169,                        -7.582,
11/8/2018 1:00:00 AM  ,  640800.000,                        11.165,                        -6.899,
11/8/2018 2:00:00 AM  ,  644400.000,                        11.165,                        -7.127,
11/8/2018 3:00:00 AM  ,  648000.000,                        11.164,                        -7.468,
11/8/2018 4:00:00 AM  ,  651600.000,                        11.164,                        -7.754,
11/8/2018 5:00:00 AM  ,  655200.000,                        11.170,                        -7.297,
11/8/2018 6:00:00 AM  ,  658800.000,                        11.176,                        -7.754,
11/8/2018 7:00:00 AM  ,  662400.000,                        11.179,                        -7.868,
11/8/2018 8:00:00 AM  ,  666000.000,                        11.178,                        -3.130,
11/8/2018 9:00:00 AM  ,  669600.000,                        11.179,                         2.143,
11/8/2018 10:00:00 AM ,  673200.000,                        11.180,                         3.707,
11/8/2018 11:00:00 AM ,  676800.000,                        11.185,                         6.534,
11/8/2018 12:00:00 PM ,  680400.000,                        11.180,                         1.002,
11/8/2018 1:00:00 PM  ,  684000.000,                        11.177,                         0.566,
11/8/2018 2:00:00 PM  ,  687600.000,                        11.172,                        -0.310,
11/8/2018 3:00:00 PM  ,  691200.000,                        11.178,                        -1.466,
11/8/2018 4:00:00 PM  ,  694800.000,                        11.179,                        -2.740,
11/8/2018 5:00:00 PM  ,  698400.000,                        11.188,                        -3.687,
11/8/2018 6:00:00 PM  ,  702000.000,                        11.189,                        -4.527,
11/8/2018 7:00:00 PM  ,  705600.000,                        11.199,                        -4.583,
11/8/2018 8:00:00 PM  ,  709200.000,                        11.203,                        -4.471,
11/8/2018 9:00:00 PM  ,  712800.000,                        11.198,                        -4.527,
11/8/2018 10:00:00 PM ,  716400.000,                        11.196,                        -4.583,
11/8/2018 11:00:00 PM ,  720000.000,                        11.197,                        -4.303,
11/9/2018 12:00:00 AM ,  723600.000,                        11.207,                        -4.527,
11/9/2018 1:00:00 AM  ,  727200.000,                        11.207,                        -4.864,
11/9/2018 2:00:00 AM  ,  730800.000,                        11.209,                        -5.089,
11/9/2018 3:00:00 AM  ,  734400.000,                        11.214,                        -5.258,
11/9/2018 4:00:00 AM  ,  738000.000,                        11.211,                        -5.315,
11/9/2018 5:00:00 AM  ,  741600.000,                        11.221,                        -5.315,
11/9/2018 6:00:00 AM  ,  745200.000,                        11.239,                        -6.388,
11/9/2018 7:00:00 AM  ,  748800.000,                        11.237,                        -6.388,
11/9/2018 8:00:00 AM  ,  752400.000,                        11.234,                        -2.074,
11/9/2018 9:00:00 AM  ,  756000.000,                        11.229,                         2.197,
11/9/2018 10:00:00 AM ,  759600.000,                        11.223,                         6.639,
11/9/2018 11:00:00 AM ,  763200.000,                        11.223,                         9.788,
11/9/2018 12:00:00 PM ,  766800.000,                        11.210,                         4.672,
11/9/2018 1:00:00 PM  ,  770400.000,                        11.204,                         4.136,
11/9/2018 2:00:00 PM  ,  774000.000,                        11.193,                         3.815,
11/9/2018 3:00:00 PM  ,  777600.000,                        11.193,                         2.251,
11/9/2018 4:00:00 PM  ,  781200.000,                        11.191,                         0.729,
11/9/2018 5:00:00 PM  ,  784800.000,                        11.185,                        -0.585,
11/9/2018 6:00:00 PM  ,  788400.000,                        11.173,                        -0.255,
11/9/2018 7:00:00 PM  ,  792000.000,                        11.166,                        -0.420,
11/9/2018 8:00:00 PM  ,  795600.000,                        11.156,                         0.292,
11/9/2018 9:00:00 PM  ,  799200.000,                        11.144,                         0.893,
11/9/2018 10:00:00 PM ,  802800.000,                        11.143,                         0.839,
11/9/2018 11:00:00 PM ,  806400.000,                        11.128,                         1.220,
11/10/2018 12:00:00 AM,  810000.000,                        11.112,                         1.601,
11/10/2018 1:00:00 AM ,  813600.000,                        11.101,                         0.839,
11/10/2018 2:00:00 AM ,  817200.000,                        11.089,                         1.926,
11/10/2018 3:00:00 AM ,  820800.000,                        11.087,                         1.709,
11/10/2018 4:00:00 AM ,  824400.000,                        11.080,                         1.002,
11/10/2018 5:00:00 AM ,  828000.000,                        11.080,                         0.948,
11/10/2018 6:00:00 AM ,  831600.000,                        11.083,                         0.948,
11/10/2018 7:00:00 AM ,  835200.000,                        11.083,                         1.111,
11/10/2018 8:00:00 AM ,  838800.000,                        11.088,                         2.684,
11/10/2018 9:00:00 AM ,  842400.000,                        11.096,                         8.063,
11/10/2018 10:00:00 AM,  846000.000,                        11.103,                         5.738,
11/10/2018 11:00:00 AM,  849600.000,                        11.095,                         8.954,
11/10/2018 12:00:00 PM,  853200.000,                        11.096,                         5.844,
11/10/2018 1:00:00 PM ,  856800.000,                        11.092,                         4.832,
11/10/2018 2:00:00 PM ,  860400.000,                        11.097,                         4.725,
11/10/2018 3:00:00 PM ,  864000.000,                        11.098,                         3.438,
11/10/2018 4:00:00 PM ,  867600.000,                        11.101,                         1.980,
11/10/2018 5:00:00 PM ,  871200.000,                        11.109,                        -0.255,
11/10/2018 6:00:00 PM ,  874800.000,                        11.121,                        -2.462,
11/10/2018 7:00:00 PM ,  878400.000,                        11.134,                        -3.687,
11/10/2018 8:00:00 PM ,  882000.000,                        11.147,                        -2.851,
11/10/2018 9:00:00 PM ,  885600.000,                        11.150,                        -2.907,
11/10/2018 10:00:00 PM,  889200.000,                        11.148,                        -3.576,
11/10/2018 11:00:00 PM,  892800.000,                        11.147,                        -4.079,
11/11/2018 12:00:00 AM,  896400.000,                        11.146,                        -4.583,
11/11/2018 1:00:00 AM ,  900000.000,                        11.148,                        -5.146,
11/11/2018 2:00:00 AM ,  903600.000,                        11.156,                        -5.427,
11/11/2018 3:00:00 AM ,  907200.000,                        11.158,                        -5.709,
11/11/2018 4:00:00 AM ,  910800.000,                        11.160,                        -5.935,
11/11/2018 5:00:00 AM ,  914400.000,                        11.164,                        -6.049,
11/11/2018 6:00:00 AM ,  918000.000,                        11.168,                        -6.275,
11/11/2018 7:00:00 AM ,  921600.000,                        11.176,                        -7.070,
11/11/2018 8:00:00 AM ,  925200.000,                        11.182,                        -6.275,
11/11/2018 9:00:00 AM ,  928800.000,                        11.188,                        -5.822,
11/11/2018 10:00:00 AM,  932400.000,                        11.187,                        -5.033,
11/11/2018 11:00:00 AM,  936000.000,                        11.184,                        -4.583,
11/11/2018 12:00:00 PM,  939600.000,                        11.178,                        -4.471,
11/11/2018 1:00:00 PM ,  943200.000,                        11.180,                        -4.808,
11/11/2018 2:00:00 PM ,  946800.000,                        11.183,                        -4.752,
11/11/2018 3:00:00 PM ,  950400.000,                        11.181,                        -5.653,
11/11/2018 4:00:00 PM ,  954000.000,                        11.192,                        -6.672,
11/11/2018 5:00:00 PM ,  957600.000,                        11.199,                        -7.640,
11/11/2018 6:00:00 PM ,  961200.000,                        11.210,                        -8.326,
11/11/2018 7:00:00 PM ,  964800.000,                        11.223,                        -9.187,
11/11/2018 8:00:00 PM ,  968400.000,                        11.229,                        -8.727,
11/11/2018 9:00:00 PM ,  972000.000,                        11.241,                       -10.225,
11/11/2018 10:00:00 PM,  975600.000,                        11.249,                       -10.052,
11/11/2018 11:00:00 PM,  979200.000,                        11.251,                       -10.863,
11/12/2018 12:00:00 AM,  982800.000,                        11.259,                       -10.110,
11/12/2018 1:00:00 AM ,  986400.000,                        11.265,                       -10.515,
11/12/2018 2:00:00 AM ,  990000.000,                        11.266,                       -10.631,
11/12/2018 3:00:00 AM ,  993600.000,                        11.276,                       -12.379,
11/12/2018 4:00:00 AM ,  997200.000,                        11.277,                       -12.437,
11/12/2018 5:00:00 AM , 1000800.000,                        11.283,                       -11.561,
11/12/2018 6:00:00 AM , 1004400.000,                        11.287,                       -11.503,
11/12/2018 7:00:00 AM , 1008000.000,                        11.296,                       -11.969,
11/12/2018 8:00:00 AM , 1011600.000,                        11.304,                       -13.082,
11/12/2018 9:00:00 AM , 1015200.000,                        11.291,                        -4.864,
11/12/2018 10:00:00 AM, 1018800.000,                        11.277,                         1.872,
11/12/2018 11:00:00 AM, 1022400.000,                        11.266,                         2.359,
11/12/2018 12:00:00 PM, 1026000.000,                        11.257,                        -2.629,
11/12/2018 1:00:00 PM , 1029600.000,                        11.255,                        -2.185,
11/12/2018 2:00:00 PM , 1033200.000,                        11.250,                        -4.191,
11/12/2018 3:00:00 PM , 1036800.000,                        11.252,                        -4.752,
11/12/2018 4:00:00 PM , 1040400.000,                        11.245,                        -5.935,
11/12/2018 5:00:00 PM , 1044000.000,                        11.254,                        -6.729,
11/12/2018 6:00:00 PM , 1047600.000,                        11.262,                        -7.184,
11/12/2018 7:00:00 PM , 1051200.000,                        11.270,                        -7.525,
11/12/2018 8:00:00 PM , 1054800.000,                        11.276,                        -7.754,
11/12/2018 9:00:00 PM , 1058400.000,                        11.274,                        -7.411,
11/12/2018 10:00:00 PM, 1062000.000,                        11.281,                        -7.925,
11/12/2018 11:00:00 PM, 1065600.000,                        11.289,                        -7.754,
11/13/2018 12:00:00 AM, 1069200.000,                        11.291,                        -6.672,
11/13/2018 1:00:00 AM , 1072800.000,                        11.276,                        -5.540,
11/13/2018 2:00:00 AM , 1076400.000,                        11.286,                        -4.696,
11/13/2018 3:00:00 AM , 1080000.000,                        11.286,                        -4.752,
11/13/2018 4:00:00 AM , 1083600.000,                        11.278,                        -3.911,
11/13/2018 5:00:00 AM , 1087200.000,                        11.282,                        -3.967,
11/13/2018 6:00:00 AM , 1090800.000,                        11.286,                        -3.576,
11/13/2018 7:00:00 AM , 1094400.000,                        11.289,                        -3.520,
11/13/2018 8:00:00 AM , 1098000.000,                        11.310,                        -1.853,
11/13/2018 9:00:00 AM , 1101600.000,                        11.313,                         5.206,
11/13/2018 10:00:00 AM, 1105200.000,                        11.307,                         8.849,
11/13/2018 11:00:00 AM, 1108800.000,                        11.305,                         9.788,
11/13/2018 12:00:00 PM, 1112400.000,                        11.291,                         6.798,
11/13/2018 1:00:00 PM , 1116000.000,                        11.280,                         6.639,
11/13/2018 2:00:00 PM , 1119600.000,                        11.281,                         6.269,
11/13/2018 3:00:00 PM , 1123200.000,                        11.280,                         5.046,
11/13/2018 4:00:00 PM , 1126800.000,                        11.287,                         3.223,
11/13/2018 5:00:00 PM , 1130400.000,                        11.294,                         1.492,
11/13/2018 6:00:00 PM , 1134000.000,                        11.293,                         1.220,
11/13/2018 7:00:00 PM , 1137600.000,                        11.295,                         0.238,
11/13/2018 8:00:00 PM , 1141200.000,                        11.301,                         0.839,
11/13/2018 9:00:00 PM , 1144800.000,                        11.310,                        -0.036,
11/13/2018 10:00:00 PM, 1148400.000,                        11.309,                        -0.585,
11/13/2018 11:00:00 PM, 1152000.000,                        11.308,                        -1.135,
11/14/2018 12:00:00 AM, 1155600.000,                        11.308,                        -1.798,
11/14/2018 1:00:00 AM , 1159200.000,                        11.306,                        -3.241,
11/14/2018 2:00:00 AM , 1162800.000,                        11.309,                        -3.464,
11/14/2018 3:00:00 AM , 1166400.000,                        11.307,                        -4.921,
11/14/2018 4:00:00 AM , 1170000.000,                        11.304,                        -4.696,
11/14/2018 5:00:00 AM , 1173600.000,                        11.303,                        -5.484,
11/14/2018 6:00:00 AM , 1177200.000,                        11.300,                        -5.089,
11/14/2018 7:00:00 AM , 1180800.000,                        11.300,                        -5.484,
11/14/2018 8:00:00 AM , 1184400.000,                        11.297,                        -3.632,
11/14/2018 9:00:00 AM , 1188000.000,                        11.294,                         2.684,
11/14/2018 10:00:00 AM, 1191600.000,                        11.280,                         7.484,
11/14/2018 11:00:00 AM, 1195200.000,                        11.267,                        15.435,
11/14/2018 12:00:00 PM, 1198800.000,                        11.255,                        12.939,
11/14/2018 1:00:00 PM , 1202400.000,                        11.246,                        11.241,
11/14/2018 2:00:00 PM , 1206000.000,                        11.237,                        10.100,
11/14/2018 3:00:00 PM , 1209600.000,                        11.237,                         8.378,
11/14/2018 4:00:00 PM , 1213200.000,                        11.233,                         7.695,
11/14/2018 5:00:00 PM , 1216800.000,                        11.236,                         4.458,
11/14/2018 6:00:00 PM , 1220400.000,                        11.236,                         3.546,
11/14/2018 7:00:00 PM , 1224000.000,                        11.235,                         4.244,
11/14/2018 8:00:00 PM , 1227600.000,                        11.228,                         4.297,
11/14/2018 9:00:00 PM , 1231200.000,                        11.226,                         4.565,
11/14/2018 10:00:00 PM, 1234800.000,                        11.224,                         3.223,
11/14/2018 11:00:00 PM, 1238400.000,                        11.222,                         4.083,
11/15/2018 12:00:00 AM, 1242000.000,                        11.229,                         2.738,
11/15/2018 1:00:00 AM , 1245600.000,                        11.216,                         3.438,
11/15/2018 2:00:00 AM , 1249200.000,                        11.216,                         3.331,
11/15/2018 3:00:00 AM , 1252800.000,                        11.212,                         3.976,
11/15/2018 4:00:00 AM , 1256400.000,                        11.209,                         3.492,
11/15/2018 5:00:00 AM , 1260000.000,                        11.198,                         3.169,
11/15/2018 6:00:00 AM , 1263600.000,                        11.199,                         3.868,
11/15/2018 7:00:00 AM , 1267200.000,                        11.207,                         3.815,
11/15/2018 8:00:00 AM , 1270800.000,                        11.211,                         4.939,
11/15/2018 9:00:00 AM , 1274400.000,                        11.218,                         9.424,
11/15/2018 10:00:00 AM, 1278000.000,                        11.215,                        11.654,
